# stan_version_major = 2
# stan_version_minor = 1
# stan_version_patch = 0
# model = calibration_pl_bigC_model
# method = sample (Default)
#   sample
#     num_samples = 300
#     num_warmup = 75
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ../r/dump/cal_data_12taxa_mid_comp_v0.1.dump
# init = 2 (Default)
# random
#   seed = 42
# output
#   file = ../output/12taxa_mid_comp_v0.1_pl_bigC.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,gamma,a,b
-6165.82,0.601085,0.0349814,2,0,54.0104,32.8029,149.024,46.9011,35.6877,15.4748,55.8137,16.2966,72.8449,212.55,69.4822,9.31328,0.0491165,0.0117871,2.01302
-6164.73,0.929325,0.0349814,2,0,51.5356,28.3518,161.541,42.6979,40.6629,17.8131,55.534,14.7672,66.9721,216.521,66.1281,8.88613,0.0596846,0.0131159,2.01186
-6165.56,0.921532,0.0349814,2,0,52.5287,27.3725,162.601,40.1539,38.0581,18.301,57.1227,15.1753,69.6911,217.543,68.7118,8.68506,0.0615073,0.0134815,2.0122
-6164.22,0.921541,0.0349814,2,0,57.5968,27.7868,160.817,43.9345,39.7803,17.5783,56.2851,14.2596,68.3771,219.89,64.2639,8.91801,0.057342,0.0130343,2.01236
-6166.77,0.928267,0.0349814,2,0,56.9561,34.451,154.678,45.1114,44.4313,16.3956,57.4892,15.197,73.3667,211.57,72.9509,7.3921,0.0595655,0.0115282,2.01437
-6171.72,0.828656,0.0349814,2,0,58.8584,36.9843,156.177,48.7595,32.0666,15.7357,54.5726,14.1753,68.1153,216.013,65.1452,9.51491,0.0507227,0.0113427,2.0124
-6172.98,0.963757,0.0349814,2,0,53.1536,34.0423,163.152,51.8173,31.098,15.9704,57.4888,14.8961,71.3681,215.108,66.7773,9.86108,0.053298,0.011452,2.01168
-6169.34,0.948973,0.0349814,2,0,54.4837,33.6897,151.175,39.5338,35.4445,15.2949,56.5241,15.2872,72.3611,217.669,70.8831,8.12379,0.0576599,0.0111523,2.01318
-6167.53,0.968245,0.0349814,3,0,50.7047,24.7057,161.408,51.6211,41.1335,17.2402,57.3101,18.4432,69.9076,210.257,65.2956,7.2591,0.0780866,0.0142493,2.0112
-6166.45,0.861213,0.0349814,2,0,50.365,23.3929,159.932,46.8839,40.1981,15.7553,57.5486,15.5783,75.3852,219.864,59.3858,7.50058,0.0726095,0.0130386,2.00973
-6169.18,0.898441,0.0349814,2,0,59.7788,43.9934,162.336,45.8492,40.5072,18.4442,58.0175,17.4397,77.5244,226.418,77.1173,9.73095,0.0659318,0.0132346,2.00872
-6174.67,0.863635,0.0349814,2,0,51.8741,39.9848,174.338,51.1401,43.3825,15.262,56.9373,16.8246,73.6037,231.342,60.0619,8.64611,0.0623502,0.0107227,2.01065
-6165.95,1,0.0349814,2,0,55.1111,37.3625,164.264,48.3421,44.7561,18.642,62.8516,14.6366,79.1612,232.015,72.7042,8.57825,0.0621537,0.0117758,2.0116
-6167.52,0.980372,0.0349814,2,0,60.2381,37.0775,172.225,49.1243,40.8042,17.1013,62.5703,19.6647,83.1851,240.02,69.9758,9.29612,0.0529426,0.0114573,2.01128
-6169.42,0.995366,0.0349814,2,0,53.5877,38.5257,178.433,49.5115,43.1591,18.7091,60.5823,16.9738,75.0292,240.331,80.2016,8.27751,0.0470813,0.0114152,2.01099
-6172.42,0.944322,0.0349814,2,0,55.1694,39.0054,172.102,49.3726,41.1116,17.6149,63.5317,12.2879,81.3689,236.448,71.5618,8.1003,0.050773,0.0107236,2.01118
-6168.95,0.919625,0.0349814,2,0,59.8182,36.3843,159.264,46.2634,41.3869,17.2364,62.4535,19.9023,77.2045,228.29,67.9268,8.79034,0.0443826,0.0115539,2.0121
-6165.75,0.997544,0.0349814,4,0,56.5023,27.8513,152.988,44.0111,38.3827,15.9773,55.2402,18.3597,69.7308,204.607,63.2981,9.25487,0.0541547,0.0125435,2.0223
-6167.37,0.961436,0.0349814,3,0,59.3933,35.2598,159.165,48.4118,42.7912,16.7201,59.1729,19.5767,75.0823,221.001,65.5874,10.3342,0.0662288,0.0140044,2.03812
-6163.41,0.978479,0.0349814,2,0,58.6071,36.7227,165.468,46.4442,40.7166,17.5514,57.7333,15.6403,73.2171,225.891,69.358,7.35899,0.0624644,0.0123838,2.03611
-6163.43,0.820662,0.0349814,4,0,58.9225,25.5985,165.94,47.0089,40.4307,16.8292,59.9663,17.8565,72.6129,231.769,68.541,9.01951,0.0886056,0.0147418,2.01146
-6164.11,0.857877,0.0349814,2,0,53.5488,31.2089,168.693,50.9477,42.1917,18.0734,58.7237,15.9766,69.9516,224.289,69.9174,8.60049,0.0732585,0.0152063,2.0096
-6164.45,0.999434,0.0349814,2,0,60.6261,28.3537,163.28,46.037,41.1681,16.3433,60.6673,17.0718,77.2121,226.671,67.0612,8.5074,0.0846841,0.0128357,2.00938
-6165.11,0.964665,0.0349814,4,0,58.4059,34.4302,160.348,49.6778,42.0915,17.3462,57.9117,16.7991,73.4405,210.123,66.549,8.78716,0.067584,0.0121104,2.00363
-6166.41,0.911347,0.0349814,2,0,51.2171,26.6891,155.319,42.1248,36.3748,16.2505,56.3459,14.6723,71.4214,224.417,66.6911,8.56132,0.0563039,0.0123224,2.0033
-6166.62,0.775661,0.0349814,3,0,58.8629,22.4961,155.094,46.438,43.5652,17.9039,58.2073,17.0727,73.9943,216.548,66.5801,8.14058,0.0611897,0.0111086,2.00209
-6168.17,0.912281,0.0349814,2,0,59.4598,21.1821,161.587,46.3117,42.5612,15.5493,57.554,16.7893,70.0421,212.998,71.4761,8.38234,0.0644881,0.0108964,2.0019
-6169.12,0.631123,0.0349814,3,0,53.278,37.0886,153.932,45.1409,35.5849,18.6877,57.6786,15.2049,66.5863,205.147,66.6524,7.30152,0.0683521,0.0121064,2.00191
-6166.18,0.955551,0.0349814,1,0,51.7013,38.4065,155.279,44.9568,39.1944,16.5923,51.5687,15.2508,70.1255,206.412,66.161,8.21213,0.0706708,0.012397,2.00181
-6162.1,0.986148,0.0349814,2,0,54.6882,32.2778,156.128,45.7453,36.3137,16.3123,57.1411,15.7369,70.4736,215.795,62.7464,8.45545,0.0651428,0.0131949,2.00127
-6164.31,0.792944,0.0349814,2,0,54.4946,33.9382,157.404,49.1778,42.7147,17.8919,58.5534,15.8481,72.3585,220.325,70.4143,7.54055,0.0660034,0.0116054,2.00133
-6162.58,0.933469,0.0349814,2,0,53.5723,33.2937,161.157,48.7794,40.3286,17.3517,58.4076,16.4674,72.9898,218.799,71.4861,7.78425,0.0656948,0.011735,2.0014
-6165.85,0.625055,0.0349814,2,0,57.2201,35.5985,162.211,44.3731,42.836,17.2095,59.3595,15.3545,74.4456,216.836,69.4342,9.41212,0.0559228,0.0104013,2.00129
-6166.05,0.892751,0.0349814,2,0,54.1512,37.4372,163.741,49.7301,39.8206,16.7568,58.9988,17.7169,78.7362,227.801,66.2485,7.94998,0.0536008,0.011267,2.00155
-6166.05,0.397292,0.0349814,1,0,54.1512,37.4372,163.741,49.7301,39.8206,16.7568,58.9988,17.7169,78.7362,227.801,66.2485,7.94998,0.0536008,0.011267,2.00155
-6168,0.96602,0.0349814,2,0,54.5644,36.9617,163.98,51.9128,40.6914,18.1025,62.2202,16.9752,73.0722,225.28,65.5027,7.41103,0.052114,0.0120704,2.00169
-6167.24,0.982862,0.0349814,2,0,55.4739,30.4914,164.606,39.8322,38.4606,16.4552,55.2527,15.2931,71.2124,212.997,69.377,9.20597,0.0685875,0.0121543,2.00194
-6165.22,0.967812,0.0349814,5,0,50.1623,27.4307,150.006,40.8634,40.1555,16.419,54.5132,14.5964,65.9559,204.597,61.1875,8.8185,0.0668046,0.0149105,2.08307
-6164.39,0.854606,0.0349814,4,0,51.0828,27.0085,165.17,50.0477,40.0429,17.4151,57.2405,17.9746,75.9378,223.916,65.1748,7.73223,0.0822377,0.0174301,2.02182
-6161.48,0.958904,0.0349814,2,0,58.9583,27.8541,167.556,46.7352,42.1539,16.7143,59.9172,17.1673,74.0381,227.651,75.0947,8.75975,0.0856716,0.0165394,2.02494
-6160.17,0.997264,0.0349814,4,0,55.5493,32.9292,153.515,44.4053,38.6544,16.3102,55.997,16.3733,70.8881,211.799,69.8586,8.04031,0.0846288,0.0159288,2.01584
-6162.18,0.810144,0.0349814,4,0,52.3906,36.7519,158.317,42.3505,38.5889,16.7773,55.9483,15.4519,69.0018,210.084,68.6311,7.76346,0.0784584,0.0157994,2.01392
-6164.43,0.809279,0.0349814,2,0,56.6612,31.6455,147.103,41.0807,38.2527,16.0634,54.6089,16.8316,70.6215,214.562,64.7973,8.11016,0.0803971,0.0156621,2.01311
-6162.96,0.980858,0.0349814,2,0,51.6886,24.9085,158.919,51.1809,37.7244,17.3474,56.9559,14.777,73.1708,219.812,66.3478,8.53837,0.0788184,0.0150187,2.01068
-6163.72,0.681523,0.0349814,2,0,57.0567,29.3803,160.455,42.1001,40.6981,14.7963,57.6595,16.904,73.3033,215.881,63.869,8.24514,0.0825153,0.0146826,2.00884
-6161.76,0.735424,0.0349814,1,0,55.5732,29.6587,160.347,44.6836,39.5531,16.7541,54.8346,16.5724,73.6491,213.165,67.09,9.29652,0.0840093,0.0153027,2.00906
-6164.37,0.906224,0.0349814,2,0,56.2854,29.4844,159.395,46.9935,40.7721,18.93,59.3354,15.9803,71.133,220.998,63.6782,7.77296,0.0986568,0.015387,2.00947
-6164.1,0.811566,0.0349814,2,0,52.5478,26.5412,155.629,46.7694,39.1511,14.8134,55.2005,14.8451,67.818,211.025,70.7776,8.68775,0.0709693,0.0152779,2.00808
-6165.98,0.674239,0.0349814,2,0,53.7673,31.2789,149.699,45.3374,40.3794,14.7978,57.1144,15.2143,67.7384,205.121,72.429,8.6795,0.0827026,0.0157194,2.00846
-6164.02,1,0.0349814,2,0,54.253,31.4597,164.613,44.5626,39.659,18.6804,60.0936,16.3637,71.4908,220.287,61.4988,8.90308,0.0916434,0.0157973,2.00772
-6166.22,0.989083,0.0349814,3,0,56.0909,24.9186,163.977,49.8792,41.7357,15.9202,60.8997,16.8457,74.3975,223.996,74.7167,8.33743,0.108277,0.0202703,2.01007
-6170.49,0.873966,0.0349814,5,0,53.4537,26.1313,156.928,51.7292,38.9216,16.1838,59.5193,18.3388,71.4333,225.004,66.7577,8.32268,0.0374418,0.0105315,2.00062
-6168.78,0.89471,0.0349814,2,0,53.5521,29.7709,165.833,44.0258,38.9422,16.3392,56.415,15.5188,76.124,224.501,68.3661,8.05814,0.0384365,0.0101201,2.00054
-6166.84,0.982284,0.0349814,2,0,57.0312,33.2108,160.846,49.3157,40.8303,17.6272,56.513,17.6236,73.3278,225.434,66.3197,8.72309,0.04214,0.0109153,2.00058
-6171.79,0.944142,0.0349814,2,0,57.7825,32.929,169.75,45.107,44.1572,17.1907,62.0195,19.0839,74.9546,225.442,64.8198,8.32467,0.0369156,0.0104629,2.00062
-6169.62,0.963837,0.0349814,2,0,56.964,32.3823,167.577,47.1054,44.4272,17.5266,58.8952,18.7724,75.9911,227.78,64.2784,8.3269,0.0361117,0.01047,2.00061
-6167.39,0.728777,0.0349814,2,0,52.7855,33.3609,162.916,51.6715,38.6646,17.3638,60.0169,16.3854,74.3885,231.225,67.7602,8.72012,0.0372379,0.010029,2.00057
-6167.95,0.923804,0.0349814,4,0,60.3557,40.0502,154.917,47.7096,38.3598,16.1388,56.0712,15.8628,69.6251,215.343,66.1054,8.41667,0.0501214,0.00999574,2.00045
-6169.5,0.663473,0.0349814,2,0,47.3122,34.7607,154.377,41.3885,37.9281,16.4026,55.701,14.7211,69.8322,205.132,63.3551,8.54584,0.0469034,0.0119904,2.00048
-6168.01,0.947073,0.0349814,3,0,55.2673,21.7934,168.827,45.6633,42.0412,18.081,60.2441,15.4157,73.2665,232.709,68.911,7.75053,0.0738968,0.0154307,2.00058
-6163.83,0.981094,0.0349814,2,0,57.8996,23.1625,163.591,47.9307,42.2315,17.2535,59.4245,15.903,74.6109,225.019,69.9658,9.24448,0.0805603,0.014176,2.00055
-6163.83,0.610899,0.0349814,2,0,57.8996,23.1625,163.591,47.9307,42.2315,17.2535,59.4245,15.903,74.6109,225.019,69.9658,9.24448,0.0805603,0.014176,2.00055
-6162.64,0.676919,0.0349814,2,0,53.4215,26.5973,162.794,46.814,38.9224,16.9879,57.7908,16.583,71.0846,215.1,63.8204,8.50348,0.0782079,0.0144248,2.00059
-6164.39,0.895396,0.0349814,2,0,54.4209,23.7184,163.521,45.2684,37.6697,16.4255,57.7829,15.5863,71.1446,220.597,65.813,7.7872,0.0764374,0.015351,2.00058
-6166.79,0.607602,0.0349814,2,0,56.9614,24.2623,160.595,47.3411,38.8413,16.1283,56.6947,15.7804,74.2611,220.466,67.4952,7.94546,0.0756919,0.0173092,2.00058
-6163.46,0.942982,0.0349814,2,0,55.4773,30.19,162.443,44.9922,41.7278,16.6016,55.9812,16.6589,72.0267,223.189,65.7664,7.72904,0.079986,0.0141032,2.00069
-6168,0.584402,0.0349814,2,0,64.6037,29.7493,153.692,47.955,38.1588,16.2687,57.4536,17.835,70.0333,214.118,66.1013,7.93985,0.0828472,0.0143291,2.00061
-6173.59,0.84743,0.0349814,2,0,50.5372,28.6694,159.845,41.7652,39.0991,19.0956,56.0119,21.0602,72.5822,213.119,70.4804,7.75716,0.0869523,0.0136264,2.00066
-6164.91,0.915494,0.0349814,2,0,54.0746,31.6861,153.149,44.7559,39.5113,18.6316,54.849,16.7099,70.0937,215.476,66.5068,7.68585,0.0820195,0.0137043,2.00059
-6166.67,0.704732,0.0349814,5,0,59.3519,27.1217,160.73,47.7617,46.5494,15.4889,59.253,16.8721,72.5265,223.962,64.165,8.16747,0.070996,0.0117535,2.00367
-6164.46,0.796587,0.0349814,2,0,56.3046,28.9509,167.687,46.5041,39.8631,15.1955,57.4474,17.2421,73.9707,226.39,68.4705,10.0072,0.0715557,0.0130407,2.00392
-6167.09,0.768261,0.0349814,2,0,52.7446,22.6276,164.649,47.3833,38.6492,18.074,61.5275,17.4652,74.3291,220.959,62.4708,9.55478,0.0910557,0.0146779,2.00399
-6172.02,0.854776,0.0349814,2,0,52.5508,21.3347,175.173,43.4416,39.552,17.5123,55.1191,17.3101,72.2033,217.91,61.8169,8.57044,0.0926602,0.015425,2.00406
-6168.57,0.806586,0.0349814,4,0,55.3656,31.5518,170.826,46.4141,41.3757,16.5349,61.8207,17.4285,73.6808,220.31,73.4825,7.85596,0.0519924,0.0116993,2.00176
-6168.55,0.724908,0.0349814,1,0,58.4707,33.8801,162.54,49.1353,40.9155,15.0481,55.467,16.5135,75.1188,225.818,68.9098,7.64837,0.0552177,0.0105092,2.00199
-6167.56,0.949653,0.0349814,2,0,53.2588,33.9707,168.278,45.9769,40.2781,19.4368,57.3454,15.6818,74.6582,225.582,67.7684,7.91033,0.0489813,0.0124152,2.00189
-6166.66,0.403737,0.0349814,3,0,57.3703,33.3202,158.421,46.6047,38.9919,15.0675,58.2962,19.4302,69.7703,222.832,66.038,8.02401,0.0724038,0.0137357,2.00224
-6168.73,0.759324,0.0349814,2,0,50.8066,28.2815,163.867,44.4191,42.3726,19.0763,60.741,14.4369,73.2972,215.137,68.7218,8.14033,0.0602616,0.0116183,2.00214
-6168.89,0.919881,0.0349814,2,0,50.6486,31.5105,156.066,49.003,35.3885,15.2158,55.5898,16.8406,72.7006,225.155,68.3081,9.33798,0.0571595,0.0114818,2.00248
-6165.6,1,0.0349814,2,0,53.5889,33.6847,161.746,49.8817,38.7834,16.5396,60.022,15.7208,71.1778,218.48,60.746,8.08311,0.0624199,0.0140171,2.00259
-6164.1,0.748313,0.0349814,2,0,54.1083,31.0965,156.02,44.6445,41.9633,16.4267,56.7282,17.0248,73.4396,222.442,73.0086,8.73709,0.063634,0.0114603,2.00292
-6163.72,0.905102,0.0349814,3,0,55.3868,33.7609,161.528,48.0685,39.1863,17.4257,56.9595,14.885,70.2607,215.71,62.2555,8.81912,0.055446,0.0106443,2.0043
-6163.82,0.944512,0.0349814,5,0,50.0791,29.9734,148.961,45.4166,42.2986,15.8255,54.3955,15.5237,67.2852,211.073,68.91,7.38035,0.0930596,0.0181386,2.02878
-6164.55,0.961569,0.0349814,3,0,58.4916,32.4151,157.856,47.1749,36.2063,18.3089,59.1426,16.2924,71.1965,224.257,65.0968,9.27962,0.0736481,0.0141409,2.04594
-6164.15,0.959207,0.0349814,2,0,50.2531,35.2961,149.228,45.9512,42.9092,16.1938,54.202,15.1228,67.7928,211.409,66.1825,7.74096,0.0755923,0.0177406,2.06155
-6164.08,0.958895,0.0349814,2,0,56.929,28.9754,162.101,42.1045,35.0568,16.9669,56.2909,16.6013,69.389,215.236,63.2741,8.54009,0.0914767,0.0166662,2.0495
-6163.17,0.862684,0.0349814,2,0,55.2963,28.4772,155.482,40.7715,36.535,18.0064,56.1763,17.0691,71.3381,214.301,65.0386,8.59271,0.0842114,0.0161336,2.04855
-6161.34,0.957439,0.0349814,4,0,58.9777,32.1417,171.834,47.5093,38.6483,16.6606,61.0976,16.8699,77.0475,232.056,71.0101,8.98641,0.0730936,0.013971,2.01518
-6165.96,0.779918,0.0349814,2,0,57.0922,36.8299,179.578,48.4937,47.6132,19.8916,61.7256,17.4762,80.7596,241.65,74.3088,9.24922,0.0750994,0.0144373,2.01624
-6165.39,0.952315,0.0349814,3,0,58.0421,24.09,167.932,48.1909,39.0244,16.8626,62.9956,16.7612,77.4664,230.121,65.422,8.49242,0.101302,0.0178265,2.01654
-6169.16,0.813495,0.0349814,4,0,53.1501,27.1077,174.423,46.261,46.3346,18.5202,58.2373,16.5405,73.7719,236.727,72.9118,8.24466,0.0517048,0.0117577,2.00341
-6167.32,0.891116,0.0349814,3,0,52.7392,38.6741,168.075,45.0974,44.5543,17.8,58.0106,16.0173,72.0525,227.719,72.339,8.09602,0.0926551,0.0181697,2.00244
-6163.82,1,0.0349814,2,0,56.6509,35.5571,163.631,47.5066,39.8101,18.5768,59.336,17.7724,75.497,222.873,65.9014,8.79879,0.0898063,0.0173788,2.00248
-6167.58,0.888888,0.0349814,4,0,47.9118,26.3339,153.497,44.0178,34.6317,15.7111,53.9784,16.8443,66.6702,211.758,68.1063,8.22327,0.0407187,0.0105511,2.00742
-6161.93,1,0.0349814,4,0,51.2664,22.7675,163.47,47.9929,38.7206,17.111,58.356,15.2904,72.9464,220.941,71.701,8.22928,0.0845976,0.0153841,2.02529
-6162.52,0.879073,0.0349814,2,0,55.958,33.5748,148.366,45.2208,38.4791,16.0381,56.0549,16.3672,67.2778,205.522,60.3733,8.3419,0.0643917,0.014229,2.03306
-6162.4,0.949069,0.0349814,3,0,56.7236,23.6848,168.181,48.9433,43.1983,18.4893,59.4142,15.9101,75.3969,225.941,70.6055,8.24685,0.100562,0.017203,2.02512
-6165.46,0.730571,0.0349814,2,0,59.3405,21.2822,166.786,49.017,43.0405,19.3045,60.24,16.9844,74.0108,226.286,70.8596,8.98273,0.107241,0.0177987,2.02825
-6167.69,0.848359,0.0349814,2,0,52.8428,23.3742,171.829,48.0041,39.5094,15.9358,58.7979,17.227,73.6485,227.543,69.0891,7.33315,0.0990821,0.0211748,2.02282
-6164.98,0.982533,0.0349814,2,0,55.7941,36.6035,152.251,43.7749,39.6218,17.2314,53.0387,14.9962,66.0987,198.246,66.2377,8.81403,0.0799452,0.0140929,2.02793
-6163.28,0.936127,0.0349814,4,0,53.9209,23.4123,157.301,45.6416,38.8054,18.0283,56.7439,18.2988,71.4783,215.308,67.6707,7.25019,0.0937381,0.0189679,2.04115
-6169.68,0.717723,0.0349814,2,0,49.008,21.5943,156.643,44.8483,43.5045,15.907,56.7824,15.4192,73.9316,209.489,62.1531,10.229,0.10612,0.0182839,2.03998
-6168.16,0.960296,0.0349814,4,0,50.8814,38.5069,158.747,46.0859,45.5371,16.104,58.6381,15.4463,75.2959,214.333,64.6155,10.2508,0.0789115,0.0150947,2.0314
-6167.26,0.812027,0.0349814,2,0,56.0296,30.0889,165.338,43.9992,34.801,17.3187,57.905,17.1407,75.836,211.384,69.4892,7.6344,0.0816714,0.0162012,2.02989

#  Elapsed Time: 3640.03 seconds (Warm-up)
#                8324.03 seconds (Sampling)
#                11964.1 seconds (Total)

