# stan_version_major = 2
# stan_version_minor = 1
# stan_version_patch = 0
# model = calibration_vary_psi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ../r/dump/cal_data_12taxa_mid_comp_v0.1.dump
# init = 2 (Default)
# random
#   seed = 42
# output
#   file = ../output/12taxa_mid_comp_vary_psi_EPs_v0.3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12
-6270.18,0.998007,0.265179,3,0,57.0236,20.473,128.018,50.5171,31.3405,19.3519,44.4803,14.0983,71.0861,165.286,55.3187,11.0555,0.190501,-1.26884,-1.41646,-1.66327,-0.555436,-1.5512,-0.814206,-1.67169,-1.65967,-1.02227,-1.76698,-1.38484,0.289044,0.153201,1.21955,0.281157,0.242572,0.189518,0.573822,0.211993,0.442991,0.187929,0.190202,0.359778,0.170848,0.250363,1.33515
-6276.01,0.682781,0.265179,2,0,52.5776,20.3755,129.217,54.0071,29.9705,20.8942,44.1955,15.7734,70.217,168.316,56.4927,9.99981,0.191112,-1.05741,-1.41193,-1.63364,-0.414241,-1.62077,-1.12388,-1.69855,-1.63364,-0.979622,-1.80095,-1.2722,-0.760409,0.447289,1.49369,0.347353,0.243672,0.195217,0.660842,0.197747,0.325016,0.182948,0.195218,0.375453,0.165143,0.280216,0.467475
-6276.14,1,0.265179,3,0,55.8572,23.9529,116.422,46.7262,37.1829,20.384,44.4087,13.9762,64.6768,154.36,60.6657,9.8709,0.212121,-0.431279,-1.11417,-1.75315,-0.530881,-1.5144,-0.59445,-1.44306,-1.55389,-1.05763,-1.90574,-1.29647,-0.575204,0.0093982,1.328,0.649677,0.328187,0.173227,0.588087,0.219941,0.551866,0.236204,0.211424,0.347278,0.148713,0.273497,0.56259
-6274.39,0.990893,0.265179,3,0,50.2714,18.5578,127.726,53.1351,31.1103,17.585,44.0702,13.5195,74.2813,164.918,53.3327,10.3248,0.185557,-1.32206,-1.18784,-1.56691,-0.56785,-1.57818,-1.1204,-1.72113,-1.69023,-0.875107,-1.81287,-1.45803,-0.311463,0.350462,1.73421,0.266586,0.304879,0.208688,0.566743,0.206351,0.326149,0.178863,0.184477,0.416817,0.163185,0.232693,0.732375
-6274.74,0.795722,0.265179,3,0,56.4132,20.7532,119.33,48.6812,34.6589,19.7392,44.3489,14.8373,67.5917,156.878,64.0285,8.88611,0.196753,-0.771271,-1.49063,-1.61749,-0.33929,-1.50107,-0.732276,-1.51707,-1.50649,-1.09206,-1.90851,-1.13088,-0.885415,0.134034,3.07504,0.462425,0.22523,0.198397,0.712276,0.222892,0.480813,0.219353,0.221687,0.335523,0.148301,0.32275,0.412543
-6276.05,1,0.265179,3,0,61.2761,25.3613,129.544,55.7485,36.573,16.9983,47.5397,14.3011,75.3141,170.153,58.0378,7.63006,0.190089,-0.206833,-1.02645,-1.65594,-0.557862,-1.63322,-1.29635,-1.56665,-1.66201,-1.02077,-1.8165,-1.45981,-1.26107,0.00203574,1.66316,0.813156,0.358278,0.190913,0.572432,0.1953,0.273527,0.208743,0.189758,0.360319,0.162594,0.232281,0.283352
-6272.48,0.997034,0.265179,3,0,57.3683,22.5937,130.199,50.1555,32.9254,20.2999,45.8277,14.26,68.24,160.892,65.589,6.67965,0.198711,-1.02942,-1.71181,-1.57739,-0.292276,-1.51643,-0.800925,-1.57445,-1.47641,-1.22349,-1.88492,-1.23863,-2.09127,0.339763,2.72062,0.357213,0.180539,0.206514,0.746563,0.219495,0.448913,0.207122,0.228455,0.294203,0.151841,0.289782,0.123531
-6273.21,0.937166,0.265179,3,0,56.4572,28.237,133.879,56.01,38.4159,17.9303,48.2972,15.9362,76.8486,172.505,58.4873,7.42644,0.196223,-0.993294,-1.14304,-1.67502,0.202981,-1.64129,-1.17416,-1.6247,-1.7127,-1.08267,-1.83944,-1.36696,-1.64861,0.0197744,0.9688,0.370355,0.318847,0.187305,1.22505,0.19373,0.30908,0.196971,0.180379,0.338689,0.158907,0.254882,0.192318
-6275.72,0.999691,0.265179,3,0,60.7515,17.4842,135.944,53.082,34.1798,18.7538,49.0245,14.7155,71.1422,173.956,67.5466,6.67272,0.215926,-0.89858,-1.39182,-1.74115,0.440609,-1.55857,-1.13053,-1.5066,-1.48149,-1.14059,-1.86623,-1.28939,-1.98597,0.834645,3.10825,0.407147,0.248623,0.175319,1.55365,0.210436,0.322861,0.221662,0.227298,0.31963,0.154706,0.27544,0.137248
-6273.56,0.806073,0.265179,2,0,69.8024,17.9251,132.224,56.5386,36.2462,18.215,47.4132,15.4737,72.9279,165.526,64.1296,6.89465,0.21171,-0.588827,-1.3134,-1.65206,-0.422158,-1.59795,-1.28826,-1.59117,-1.73728,-1.04603,-1.84141,-1.26936,-2.23373,0.518178,3.0808,0.554978,0.268903,0.191655,0.655631,0.202311,0.27575,0.203687,0.175998,0.351329,0.158593,0.281011,0.107128
-6272.51,0.684847,0.265179,3,0,52.4436,23.106,132.018,51.6322,32.2786,16.1239,46.8706,13.5936,69.3201,167.875,61.1678,7.04643,0.209411,-1.06198,-1.21624,-1.63467,0.593251,-1.64569,-1.50587,-1.52599,-1.71768,-1.12682,-1.87035,-1.24169,-1.96927,0.0397867,1.58104,0.34577,0.296343,0.195016,1.80986,0.19288,0.221824,0.217405,0.179483,0.324062,0.15407,0.288896,0.139559
-6272.93,0.842421,0.265179,3,0,57.3196,24.3155,130.011,46.1665,36.2867,21.5306,45.5035,15.7355,75.6275,167.647,60.8462,6.39166,0.183765,-0.75339,-1.40144,-1.6978,-0.0840215,-1.49453,-0.14497,-1.59388,-1.4533,-0.859814,-1.8874,-1.40573,-2.17053,0.0952028,1.75262,0.470768,0.246242,0.183085,0.919411,0.224355,0.865048,0.203135,0.233798,0.423241,0.151466,0.245187,0.114117
-6270.49,0.959112,0.265179,3,0,56.0475,22.8163,141.115,62.3455,34.8198,21.9781,49.1559,14.5942,72.678,176.827,64.0379,7.38689,0.197049,-1.00752,-1.30258,-1.64023,0.229562,-1.65093,-0.482511,-1.58769,-1.74954,-1.18905,-1.83011,-1.20141,-1.57073,0.120725,1.47651,0.365123,0.271829,0.193936,1.25805,0.191871,0.617231,0.204397,0.173854,0.304511,0.160396,0.300771,0.207894
-6273.37,0.846701,0.265179,3,0,65.0921,18.5124,132.324,49.2635,36.1054,22.3934,51.1365,12.3782,72.0066,170.26,60.8423,7.44473,0.197965,-0.973901,-1.40368,-1.60387,-0.994121,-1.60538,-0.46757,-1.6336,-1.76043,-1.17826,-1.87174,-1.35245,-1.59353,0.0817897,1.53645,0.377607,0.245691,0.201116,0.370049,0.200812,0.626523,0.195226,0.171971,0.307815,0.153855,0.258606,0.203208
-6273.95,0.756831,0.265179,3,0,55.105,28.0403,130.095,58.8207,37.2243,22.8611,46.4075,13.9792,70.8943,170.737,67.7075,6.66399,0.198836,-1.11812,-1.19005,-1.69761,-0.120884,-1.5022,0.244974,-1.63372,-1.46748,-1.14487,-1.89076,-1.4201,-2.11356,0.161037,1.97595,0.326895,0.304206,0.183121,0.886137,0.222639,1.27759,0.195203,0.230507,0.318266,0.150956,0.24169,0.120807
-6273.58,0.870766,0.265179,3,0,54.9578,25.103,130.384,57.466,37.0859,22.3913,46.9371,14.2808,69.8678,167.65,68.2994,6.35186,0.196167,-1.30204,-1.18983,-1.68478,-0.0299312,-1.51867,0.357588,-1.6526,-1.54229,-1.12708,-1.89968,-1.41929,-2.14567,0.13466,1.9818,0.271977,0.304273,0.185484,0.970512,0.219003,1.42988,0.191551,0.21389,0.323979,0.149616,0.241887,0.116989
-6272.59,0.893193,0.265179,3,0,60.0777,21.537,127.763,47.8383,31.259,22.1667,45.8371,15.1175,73.1392,162.35,58.2595,6.13831,0.188173,-1.02247,-1.49237,-1.66525,0.0143074,-1.63372,-0.35818,-1.56399,-1.66773,-0.871288,-1.84409,-1.21096,-1.61804,0.122775,1.43574,0.359704,0.22484,0.189143,1.01441,0.195202,0.698947,0.209299,0.188676,0.418412,0.15817,0.297911,0.198288
-6269.97,0.948882,0.265179,3,0,55.351,24.5348,132.927,51.4566,34.6999,20.249,46.2971,14.4336,73.3541,163.136,61.8147,6.68019,0.195621,-0.873984,-1.27783,-1.69958,-0.0769547,-1.56795,0.104684,-1.60715,-1.58407,-1.05416,-1.94201,-1.46074,-2.17144,0.0729059,1.72665,0.417286,0.27864,0.18276,0.925932,0.208471,1.11036,0.200459,0.205139,0.348485,0.143415,0.232064,0.114014
-6269.86,0.972138,0.265179,3,0,56.0946,21.6259,136.381,54.4625,33.7494,17.6728,49.1636,14.8225,74.9095,176.335,64.9635,6.41966,0.20948,-1.04536,-1.3347,-1.65782,-0.618685,-1.55847,-0.691275,-1.63881,-1.60034,-1.10251,-1.82115,-1.22653,-1.82995,0.264143,1.28162,0.351567,0.263238,0.190555,0.538653,0.210458,0.500937,0.19421,0.201827,0.332037,0.161839,0.293309,0.160421
-6272.52,0.893714,0.265179,3,0,57.8912,26.3871,136.705,49.4512,33.6751,21.6307,48.982,14.5115,71.8075,165.553,58.0431,6.39498,0.196493,-0.887406,-1.1814,-1.71848,-0.718533,-1.55824,-1.0752,-1.59269,-1.6204,-1.12262,-1.90952,-1.41923,-2.14693,0.00684721,1.50005,0.411722,0.306849,0.179338,0.487467,0.210507,0.341229,0.203378,0.19782,0.325426,0.148152,0.241899,0.116842
-6276.17,0.963396,0.265179,3,0,56.7641,24.8444,126.65,55.0988,36.969,20.4891,46.4355,17.2509,74.4976,174.361,66.0062,8.97056,0.202035,-1.16403,-1.37575,-1.7304,-0.442703,-1.46737,0.0548616,-1.54176,-1.4163,-0.985894,-1.91704,-1.45973,-1.30908,0.0938424,1.25116,0.312225,0.25265,0.177213,0.642298,0.23053,1.05639,0.214004,0.242609,0.373106,0.147041,0.2323,0.270069
-6277.19,0.998371,0.265179,3,0,63.5224,20.9635,138.882,53.466,34.4424,23.4131,51.4086,13.3594,74.1091,179.471,57.3579,10.275,0.188602,-0.640978,-1.39289,-1.5461,-0.821162,-1.68589,-0.318689,-1.71259,-1.67504,-1.16908,-1.81652,-1.21969,0.155381,0.109244,1.55446,0.526777,0.248356,0.213077,0.43992,0.185279,0.727102,0.180397,0.1873,0.310653,0.16259,0.295323,1.1681
-6280.18,0.979004,0.265179,3,0,60.4753,18.7349,143.999,54.786,40.971,20.984,51.6995,14.9016,70.4844,173.287,69.1876,11.1811,0.205375,-0.905759,-1.44499,-1.62371,-0.271606,-1.73882,0.26435,-1.57846,-1.58266,-1.29016,-1.83895,-1.27306,0.459731,0.114824,1.4949,0.404235,0.235749,0.197166,0.762155,0.175727,1.30258,0.206292,0.205429,0.275226,0.158984,0.279974,1.58365
-6276.35,0.941241,0.265179,3,0,56.458,23.3666,127.089,53.5043,29.1492,23.5824,45.8657,15.004,73.7799,169.743,60.6291,11.4127,0.180512,-1.2963,-1.07955,-1.64913,-0.346302,-1.53818,-0.303994,-1.67072,-1.57177,-1.0442,-1.8342,-1.1391,-0.810501,0.0672688,1.37987,0.273543,0.33975,0.192216,0.707299,0.214771,0.737865,0.188112,0.207677,0.351972,0.159741,0.320107,0.444635
-6276.41,0.88397,0.265179,3,0,55.5277,19.6575,125.22,50.4586,40.4982,17.9042,45.0032,14.5476,70.989,158.405,62.2273,11.3914,0.206978,-0.797645,-1.36793,-1.71072,-0.207384,-1.69533,-1.2345,-1.5422,-1.52872,-0.816165,-1.9096,-1.37112,0.417066,0.388776,1.84452,0.450388,0.254635,0.180736,0.812708,0.183539,0.290979,0.213909,0.216812,0.442124,0.14814,0.253823,1.5175
-6270.81,0.890112,0.265179,3,0,48.7427,24.3768,129.018,52.6062,31.5029,18.4559,44.9537,14.6854,70.3656,166.637,58.0241,8.6226,0.204004,-1.38499,-1.39563,-1.64712,-0.432938,-1.45742,-1.17038,-1.62998,-1.61383,-1.04175,-1.7503,-1.24042,-0.946681,0.0110846,1.29407,0.250327,0.247677,0.192605,0.648601,0.232837,0.310251,0.195933,0.199124,0.352836,0.173722,0.289262,0.388027
-6272.06,0.897202,0.265179,3,0,61.2318,21.125,138.89,52.0385,39.04,21.8291,48.9058,13.5755,66.1974,171.366,60.0469,9.18793,0.200142,-0.928337,-1.20918,-1.6368,-0.528998,-1.64342,-0.724439,-1.56368,-1.55213,-1.29834,-1.93234,-1.29791,-0.0746716,0.256982,2.13036,0.39521,0.298443,0.194602,0.589195,0.193317,0.484596,0.209365,0.211797,0.272986,0.144808,0.273103,0.928048
-6274.09,0.820295,0.265179,3,0,61.2137,21.4848,139.479,52.9511,39.8129,21.188,48.582,13.4093,65.622,172.873,59.7262,8.62161,0.203559,-0.934756,-1.21925,-1.63755,-0.424057,-1.64233,-0.751342,-1.56999,-1.52369,-1.31737,-1.93401,-1.28102,-0.52092,0.320022,2.13369,0.392682,0.295451,0.194455,0.654386,0.193528,0.471733,0.208047,0.217905,0.267839,0.144567,0.277754,0.593974
-6274.33,0.999188,0.265179,3,0,48.3071,24.5868,127.158,52.7074,31.1072,16.22,45.8817,14.704,74.8364,170.668,60.9119,8.50142,0.200896,-1.36187,-1.37418,-1.69814,-0.578552,-1.48449,-1.18133,-1.60392,-1.59505,-0.78232,-1.78945,-1.32905,-0.0036425,0.0317026,1.21718,0.256181,0.253047,0.183024,0.56071,0.226618,0.306871,0.201106,0.202898,0.457344,0.167052,0.264728,0.996364
-6271.62,0.775352,0.265179,3,0,53.6055,23.0885,129.57,51.2245,38.8204,19.8233,44.7658,13.6185,71.2766,155.937,57.1641,7.65144,0.21085,-1.07374,-1.18959,-1.53445,-0.419062,-1.61157,-0.957936,-1.57657,-1.80567,-1.02608,-1.80831,-1.35753,-1.91125,0.0917396,1.78366,0.341728,0.304347,0.215573,0.657663,0.199575,0.383684,0.206682,0.164365,0.35841,0.163931,0.257295,0.147896
-6273.19,0.909285,0.265179,3,0,60.4435,18.9048,136.288,48.7761,36.2193,20.3512,49.895,13.3285,72.0737,175.482,66.7942,6.90394,0.195381,-1.04773,-1.05529,-1.77804,-0.593119,-1.63545,-0.937813,-1.56299,-1.67918,-1.05817,-1.91216,-1.28455,-2.21001,0.00629718,1.68562,0.350732,0.34809,0.168968,0.552601,0.194864,0.391483,0.209509,0.186527,0.347089,0.147761,0.276774,0.109699
-6276.13,0.831565,0.265179,3,0,60.5186,25.7926,137.195,56.6876,34.3141,21.337,44.8679,14.2921,70.1478,161.939,59.1212,6.1291,0.20473,-0.943069,-1.43795,-1.59446,-0.553419,-1.50055,0.42982,-1.68798,-1.40064,-0.980434,-1.84493,-1.34433,-1.89245,0.0569609,1.93937,0.389431,0.237414,0.203019,0.574981,0.223007,1.53698,0.184892,0.24644,0.375148,0.158036,0.260715,0.150703
-6273.12,0.954826,0.265179,3,0,61.2663,30.5345,129.921,54.537,36.5816,22.2831,45.7912,14.4088,66.4643,162.822,60.7124,6.8501,0.21181,-0.654776,-1.34498,-1.58655,0.0460697,-1.53147,0.225654,-1.60594,-1.54539,-1.12461,-1.84891,-1.44185,-2.05397,0.37277,1.81171,0.519558,0.260545,0.204629,1.04715,0.216218,1.25314,0.2007,0.21323,0.324778,0.157409,0.236491,0.128224
-6273.87,0.946538,0.265179,3,0,57.2294,17.128,133.511,49.7543,33.0065,21.7741,48.0634,15.5869,67.0459,171.995,61.3499,7.55255,0.199882,-1.08365,-1.40887,-1.66897,-0.690824,-1.54857,0.332685,-1.59559,-1.67017,-1.22583,-1.82988,-1.08824,-1.83742,0.12979,2.61897,0.338357,0.244418,0.188442,0.501163,0.212552,1.39471,0.202789,0.188214,0.293513,0.160433,0.336808,0.159228
-6274.8,0.964878,0.265179,3,0,57.0383,16.4711,135.591,50.1004,32.326,21.9159,47.6021,15.3847,67.9258,171.229,61.0814,7.25477,0.202327,-1.07484,-1.39133,-1.64824,-0.670717,-1.54331,0.3327,-1.63352,-1.6767,-1.21445,-1.8323,-1.09313,-1.59599,0.153317,2.84205,0.341351,0.248743,0.192388,0.511342,0.213673,1.39473,0.195241,0.186989,0.296872,0.160045,0.335164,0.202708
-6274.68,0.987004,0.265179,3,0,51.8851,22.9888,131.376,58.5956,33.9105,20.7897,48.2102,13.0115,67.4261,158.951,64.6144,6.39845,0.204649,-1.18945,-1.44669,-1.58382,-0.23769,-1.61298,-0.445901,-1.54626,-1.78251,-1.24046,-1.86679,-1.39873,-2.09263,0.364173,2.4855,0.304388,0.235349,0.205189,0.788447,0.199294,0.640247,0.213042,0.168216,0.289252,0.154619,0.24691,0.123362
-6270.83,0.912918,0.265179,2,0,48.5221,23.25,131.746,52.8674,34.9928,20.2743,46.1957,15.5513,64.7092,170.097,62.8427,6.94221,0.199935,-1.38214,-1.18854,-1.67212,0.516018,-1.57914,-0.347449,-1.6204,-1.61882,-1.2073,-1.82361,-1.27742,-1.86123,0.228018,1.82761,0.25104,0.304666,0.187849,1.67534,0.206152,0.706488,0.19782,0.198132,0.299002,0.161442,0.278755,0.155481
-6270.46,0.945362,0.265179,3,0,61.1017,27.7758,132.606,53.686,38.1416,18.7027,48.9338,13.6663,75.3976,168.288,62.4212,7.3377,0.205116,-0.81932,-1.26005,-1.73685,0.111586,-1.50435,-1.22472,-1.5434,-1.72482,-1.09564,-1.93836,-1.41725,-2.05328,0.165486,1.83292,0.440731,0.28364,0.176075,1.11805,0.222161,0.293841,0.213653,0.178204,0.334325,0.14394,0.24238,0.128313
-6270.28,0.94494,0.265179,3,0,56.1548,22.4709,138.346,56.0759,39.1645,19.5252,47.2806,14.9324,72.5874,179.562,65.1123,6.66956,0.204225,-1.19579,-1.22283,-1.74637,0.134132,-1.50151,-0.982559,-1.56833,-1.67549,-1.04137,-1.84536,-1.16149,-1.74844,0.134958,1.68298,0.302466,0.294396,0.174406,1.14354,0.222793,0.374352,0.208393,0.187217,0.35297,0.157968,0.31302,0.174045
-6272.53,0.917922,0.265179,2,0,56.8343,22.5791,139.567,58.1237,38.1588,20.3934,46.648,17.4695,77.246,178.262,63.1413,6.62487,0.207465,-1.13531,-1.19903,-1.73742,0.136622,-1.52441,-0.790437,-1.62079,-1.64043,-1.04687,-1.83924,-1.18803,-1.8808,0.169287,1.97266,0.321321,0.301486,0.175973,1.14639,0.21775,0.453647,0.197742,0.193897,0.351036,0.158938,0.304821,0.152468
-6277.75,0.914805,0.265179,3,0,64.6705,25.2536,132.466,54.9548,34.1812,13.6756,50.8088,13.8262,78.0171,171.387,68.3688,9.99062,0.189126,-0.704044,-1.20985,-1.62241,-0.579779,-1.53215,-1.56384,-1.61777,-1.39986,-0.921204,-1.78928,-1.27303,-0.604003,0.0437671,1.15758,0.494581,0.298241,0.197421,0.560022,0.216071,0.20933,0.198341,0.246631,0.398039,0.16708,0.279981,0.546619
-6274.76,0.64623,0.265179,3,0,51.8088,19.8365,135.891,49.724,37.0434,23.9804,46.4457,14.9549,70.5899,168.244,58.0268,9.9207,0.206212,-1.10229,-1.42333,-1.68652,-0.28812,-1.64457,-0.0613033,-1.58384,-1.76796,-1.19744,-1.90178,-1.37704,0.47856,0.380434,2.09466,0.332111,0.240911,0.185163,0.749672,0.193096,0.940538,0.205185,0.170681,0.301966,0.149303,0.252325,1.61375
-6271.71,0.945593,0.265179,3,0,58.9703,23.6717,126.586,54.9481,32.7009,20.5929,47.0034,15.6535,67.8329,167.343,57.7466,11.6268,0.190005,-1.02824,-1.08554,-1.73705,-0.541065,-1.59473,-0.840924,-1.56354,-1.79551,-1.13264,-1.89674,-1.3013,-0.416412,0.593161,2.06308,0.357637,0.33772,0.17604,0.582128,0.202963,0.431312,0.209394,0.166042,0.322182,0.150056,0.272179,0.659408
-6269.92,0.930572,0.265179,3,0,49.3748,17.0404,136.147,47.8467,36.0528,19.2286,46.1513,14.1687,70.1711,168.628,63.713,10.6045,0.203967,-1.4007,-1.27107,-1.59547,-0.422744,-1.55253,-0.938699,-1.64559,-1.47378,-1.054,-1.79705,-1.31401,-0.717381,0.192202,1.91137,0.246424,0.280532,0.202813,0.655246,0.211711,0.391136,0.192898,0.229058,0.348539,0.165787,0.268741,0.488029
-6271.09,0.864182,0.265179,3,0,54.4555,30.3116,129.289,53.7107,32.4149,18.5353,45.6445,14.9481,70.6376,155.561,59.6596,10.3345,0.194069,-0.908478,-1.21882,-1.61214,0.0153489,-1.55678,-0.903424,-1.58844,-1.74905,-0.975378,-1.85251,-1.11895,0.28349,0.0532502,1.27841,0.403137,0.295579,0.19946,1.01547,0.210814,0.40518,0.204245,0.173939,0.37705,0.156842,0.326624,1.32776
-6270.59,0.98967,0.265179,3,0,54.9802,27.0705,124.239,52.9037,32.0787,21.4257,43.4493,13.2604,67.0637,156.14,57.9219,9.64518,0.203936,-0.859997,-1.26218,-1.56816,-0.1177,-1.56932,-0.341519,-1.61088,-1.59498,-1.04924,-1.87856,-1.08133,-0.442088,0.052922,1.21604,0.423163,0.283036,0.208429,0.888963,0.208186,0.71069,0.199711,0.202912,0.350204,0.152809,0.339145,0.642693
-6275.79,0.864153,0.265179,3,0,57.0494,16.0111,115.928,44.4609,32.5048,18.5118,41.8428,14.0537,60.2193,156.289,61.7759,10.1918,0.203722,-0.65127,-1.24138,-1.68521,-0.461623,-1.5599,-0.629985,-1.56038,-1.39864,-1.30669,-1.81369,-1.2672,0.41099,0.0918819,1.98581,0.521383,0.288985,0.185406,0.63026,0.210157,0.5326,0.210056,0.246934,0.270714,0.163051,0.28162,1.50831
-6276.88,0.951568,0.265179,2,0,57.5969,20.756,120.655,46.9625,30.7969,20.8393,42.9729,17.7176,60.8066,145.996,60.9828,9.23632,0.209553,-0.885833,-1.33006,-1.68182,-0.658392,-1.57442,-0.752058,-1.6532,-1.4758,-1.22739,-1.87499,-1.28499,-0.441146,0.379446,2.36393,0.412371,0.264462,0.186035,0.517683,0.207127,0.471396,0.191436,0.228596,0.293057,0.153356,0.276653,0.643299
-6276.73,0.951148,0.265179,3,0,48.4701,17.9705,120.014,49.5616,34.0071,17.8913,42.5418,14.1226,65.5843,153.935,52.5061,9.11945,0.193693,-1.20253,-0.947641,-1.5868,-0.452975,-1.53721,-1.34684,-1.54373,-1.79636,-0.907934,-1.80157,-1.32578,-0.0254179,0.0145191,1.28505,0.300433,0.387655,0.204579,0.635734,0.214979,0.260061,0.213582,0.165901,0.403357,0.16504,0.265596,0.974902
-6270.63,0.979231,0.265179,3,0,56.5016,22.9021,125.921,49.597,32.5837,20.0089,44.1347,15.7085,71.7486,161.666,65.0107,10.2247,0.211288,-0.931638,-1.49027,-1.68197,-0.641649,-1.5542,-1.01874,-1.62331,-1.36395,-0.896031,-1.86542,-1.26121,-0.0120648,0.363111,2.01928,0.393908,0.225312,0.186008,0.526424,0.211358,0.361049,0.197245,0.255648,0.408186,0.154832,0.283312,0.988008
-6278,0.753388,0.265179,3,0,49.8631,26.1766,130.469,48.6149,33.2699,20.4354,42.7124,16.0944,76.3393,158.93,60.7478,9.32536,0.209719,-1.35576,-1.3754,-1.66268,-0.305091,-1.56866,-0.653062,-1.66585,-1.2944,-0.955651,-1.8,-1.10212,-0.351639,0.270712,1.36716,0.257751,0.252738,0.18963,0.737056,0.208325,0.520449,0.18903,0.274063,0.384562,0.1653,0.332165,0.703534
-6273.43,0.986475,0.265179,3,0,52.2248,23.8969,126.351,53.0483,35.8247,17.4538,46.5847,14.4535,62.2467,159.154,64.3208,6.20413,0.204998,-1.1424,-1.22888,-1.58782,-0.459598,-1.61502,-1.12895,-1.49753,-1.66727,-1.04121,-1.84098,-1.2341,-2.01665,0.11012,2.21566,0.319052,0.292621,0.20437,0.631537,0.198888,0.323374,0.223682,0.188762,0.353027,0.158661,0.291096,0.133101
-6271.47,0.901749,0.265179,2,0,48.6698,25.2985,127.702,49.3889,35.6257,16.9695,44.7448,15.9443,70.3394,163.357,65.7034,7.682,0.202315,-1.3814,-1.26645,-1.66713,-0.393966,-1.58124,-1.15532,-1.54794,-1.75677,-1.07084,-1.854,-1.22533,-2.26996,0.209588,2.23061,0.251228,0.28183,0.188789,0.674377,0.205719,0.314958,0.212685,0.172602,0.342722,0.15661,0.293662,0.103317
-6270.27,0.956372,0.265179,3,0,63.1187,22.3397,131.157,56.4701,36.8605,20.908,50.2745,14.1754,75.8552,171.747,59.3531,7.65713,0.192538,-0.900914,-1.4648,-1.71793,-0.377982,-1.55518,-0.635684,-1.5666,-1.54711,-1.09925,-1.85795,-1.41268,-2.28343,0.0926158,1.35455,0.406198,0.231124,0.179438,0.685243,0.211151,0.529573,0.208753,0.212862,0.333122,0.155992,0.243489,0.101934
-6268.92,0.685787,0.265179,3,0,61.1702,22.5589,136.413,53.4396,33.3014,20.3068,45.9838,14.5491,68.4858,172.249,58.9004,6.87375,0.191806,-0.776167,-1.43696,-1.60959,-0.584564,-1.62479,-0.870674,-1.64742,-1.86062,-1.13485,-1.82613,-1.32734,-2.19544,0.104355,1.89266,0.460166,0.237648,0.199971,0.557349,0.196952,0.418669,0.192546,0.155576,0.321471,0.161036,0.265181,0.11131
-6268.92,0.391339,0.265179,3,0,61.1702,22.5589,136.413,53.4396,33.3014,20.3068,45.9838,14.5491,68.4858,172.249,58.9004,6.87375,0.191806,-0.776167,-1.43696,-1.60959,-0.584564,-1.62479,-0.870674,-1.64742,-1.86062,-1.13485,-1.82613,-1.32734,-2.19544,0.104355,1.89266,0.460166,0.237648,0.199971,0.557349,0.196952,0.418669,0.192546,0.155576,0.321471,0.161036,0.265181,0.11131
-6267.42,0.9228,0.265179,3,0,56.0561,26.5139,131.52,51.3134,34.1252,17.6566,47.1409,13.2405,65.2315,160.099,67.5704,7.4956,0.198329,-1.12146,-1.3348,-1.60136,-0.605459,-1.53483,-1.12124,-1.5754,-1.59025,-1.20786,-1.89993,-1.2517,-1.82416,0.0526137,1.45651,0.325804,0.263211,0.201622,0.545824,0.215491,0.325876,0.206925,0.203875,0.298836,0.149578,0.286017,0.161353
-6270.42,0.955993,0.265179,3,0,57.7725,21.2461,131.914,51.8326,31.7486,18.0643,45.8411,12.8298,64.6305,160.474,65.6536,7.22598,0.1943,-1.15237,-1.30341,-1.63631,-0.344427,-1.50387,-1.10178,-1.53678,-1.60725,-1.20947,-1.91776,-1.33143,-1.46774,0.0178284,1.61409,0.315886,0.271605,0.194698,0.708626,0.222267,0.332278,0.215072,0.200437,0.298356,0.146936,0.264098,0.230446
-6273,0.951796,0.265179,3,0,60.5327,21.0276,124.369,47.997,37.0615,19.4391,44.1187,14.8075,69.3239,156.555,53.1408,6.01973,0.199496,-0.148442,-1.22968,-1.69287,-0.159608,-1.5596,-0.849553,-1.62481,-1.57661,-0.945094,-1.75283,-1.28081,-2.04249,0.191806,1.75661,0.86205,0.292387,0.183991,0.852478,0.210219,0.427606,0.19695,0.206675,0.388643,0.173284,0.277812,0.129706
