# stan_version_major = 2
# stan_version_minor = 1
# stan_version_patch = 0
# model = calibration_vary_psi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ../r/dump/cal_data_12taxa_mid_comp_v0.1.dump
# init = 2 (Default)
# random
#   seed = 42
# output
#   file = ../output/12taxa_mid_comp_vary_psi_EPs_v0.3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12
-6283.86,0.853573,0.202779,3,0,61.3838,21.5211,141.94,54.6945,34.3219,20.0593,48.2886,16.9806,72.6181,159.096,63.4711,7.48977,0.210652,-0.472402,-1.42543,-1.62541,-0.949232,-1.68118,-0.185721,-1.55015,-1.51572,-1.13864,-1.94705,-1.29244,-1.86772,0.0357533,1.88732,0.623503,0.240405,0.196831,0.387038,0.186154,0.830505,0.212217,0.219651,0.320256,0.142695,0.274599,0.154475
-6283.28,0.988285,0.228042,3,0,58.0334,23.0251,135.268,56.8485,31.4069,23.1676,47.9036,16.9626,71.5658,181.971,68.5176,6.60606,0.182093,-0.69268,-1.21615,-1.55721,-0.0906534,-1.70801,-0.525227,-1.58462,-1.37184,-1.10263,-1.82995,-1.29606,-1.75576,0.015208,1.94961,0.500234,0.296369,0.210723,0.913334,0.181226,0.591421,0.205026,0.253641,0.331996,0.160422,0.273608,0.172776
-6278.25,0.996068,0.330402,3,0,56.5795,22.7315,144.19,51.148,39.6039,21.8324,47.7306,14.2871,77.3797,176.723,60.5943,7.37563,0.188231,-0.670122,-1.41637,-1.75609,-0.790487,-1.48941,-1.0736,-1.64004,-1.71101,-1.10287,-1.84178,-1.35926,-1.96405,0.0347523,1.73285,0.511646,0.242594,0.17272,0.453624,0.225506,0.341774,0.193972,0.180683,0.331917,0.158535,0.25685,0.140289
-6278.25,0.133554,0.484161,2,0,56.5795,22.7315,144.19,51.148,39.6039,21.8324,47.7306,14.2871,77.3797,176.723,60.5943,7.37563,0.188231,-0.670122,-1.41637,-1.75609,-0.790487,-1.48941,-1.0736,-1.64004,-1.71101,-1.10287,-1.84178,-1.35926,-1.96405,0.0347523,1.73285,0.511646,0.242594,0.17272,0.453624,0.225506,0.341774,0.193972,0.180683,0.331917,0.158535,0.25685,0.140289
-6271.97,0.999854,0.140619,4,0,60.8397,25.6926,126.889,55.227,34.9864,19.3268,46.4729,13.5183,72.9773,156.918,59.7874,7.1827,0.195426,-0.986412,-1.15555,-1.71178,-0.212654,-1.5081,-0.172262,-1.57951,-1.62634,-1.02814,-1.88033,-1.38457,-1.43842,0.0129434,1.4031,0.372912,0.314883,0.180545,0.808436,0.221329,0.841759,0.206075,0.196647,0.357672,0.152539,0.250431,0.237303
-6271.34,0.999777,0.207575,4,0,58.1425,19.8364,139.94,51.2721,35.9243,22.4198,47.985,12.5468,70.3752,171.874,62.502,6.92378,0.190658,-0.898882,-1.35972,-1.66449,0.0373962,-1.54742,-0.91378,-1.58361,-1.80895,-1.09699,-1.85513,-1.25624,-1.99985,0.0477752,1.44982,0.407024,0.256733,0.189287,1.0381,0.212796,0.401005,0.205232,0.163826,0.333875,0.156433,0.284721,0.135356
-6275.38,1,0.305332,2,0,58.9626,19.2342,127.669,54.3092,38.1928,17.1508,48.1441,12.5334,76.0302,170.348,67.1512,7.31692,0.211628,-1.14015,-0.985015,-1.7272,-0.270527,-1.58151,-0.878077,-1.63778,-1.84512,-1.06994,-1.81114,-1.35831,-1.9293,0.111408,1.63231,0.31977,0.373434,0.177781,0.762977,0.205665,0.415581,0.19441,0.158007,0.343028,0.163468,0.257095,0.14525
-6276.9,0.209738,0.447819,2,0,58.3025,17.2574,135.665,55.2089,37.8284,19.8638,47.5418,13.5528,75.8498,173.497,68.1004,7.21252,0.220258,-1.14693,-1.05847,-1.74415,-0.420461,-1.51589,-1.08352,-1.67057,-1.71181,-0.903815,-1.86986,-1.27846,-2.27704,0.096647,1.85761,0.31761,0.346986,0.174794,0.656744,0.219613,0.338401,0.18814,0.180538,0.405021,0.154145,0.278465,0.102588
-6275.13,0.986732,0.152828,4,0,61.1913,30.9068,138.371,51.0827,33.2432,17.6635,47.1689,15.6196,67.3973,169.011,56.063,8.61297,0.191021,-0.820461,-1.49802,-1.63959,-0.552622,-1.51577,-1.37968,-1.51487,-1.62709,-1.07725,-1.89007,-1.37747,-0.254753,0.139807,1.61614,0.440229,0.223572,0.194059,0.575439,0.219638,0.251658,0.219837,0.1965,0.340529,0.151061,0.252216,0.775108
-6272.39,0.724862,0.218669,4,0,50.0052,21.124,125.095,52.415,35.8582,21.145,44.1338,11.875,64.4456,156.236,61.4465,8.30651,0.211616,-1.30829,-1.26874,-1.67535,-0.103404,-1.58036,-0.862223,-1.59015,-1.60995,-1.03416,-1.83176,-1.35246,-0.0184263,0.0888285,1.38328,0.270281,0.281186,0.187243,0.901762,0.205901,0.422222,0.203894,0.199897,0.355524,0.160132,0.258603,0.981742
-6278.4,0.953349,0.193388,3,0,66.4811,23.1523,141.982,52.3708,32.7937,20.1419,47.8039,16.2326,69.1418,162.902,55.7497,8.84943,0.188507,-0.912207,-1.32679,-1.55832,-0.555276,-1.52016,-0.0927956,-1.58369,-1.84326,-1.09024,-1.86254,-1.33969,0.278585,0.0671084,1.40626,0.401637,0.265326,0.21049,0.573914,0.218676,0.91138,0.205216,0.158301,0.336137,0.155278,0.261926,1.32126
-6278.4,1.12048e-05,1.03744,0,0,66.4811,23.1523,141.982,52.3708,32.7937,20.1419,47.8039,16.2326,69.1418,162.902,55.7497,8.84943,0.188507,-0.912207,-1.32679,-1.55832,-0.555276,-1.52016,-0.0927956,-1.58369,-1.84326,-1.09024,-1.86254,-1.33969,0.278585,0.0671084,1.40626,0.401637,0.265326,0.21049,0.573914,0.218676,0.91138,0.205216,0.158301,0.336137,0.155278,0.261926,1.32126
-6278.4,0,2.42254,-1,1,66.4811,23.1523,141.982,52.3708,32.7937,20.1419,47.8039,16.2326,69.1418,162.902,55.7497,8.84943,0.188507,-0.912207,-1.32679,-1.55832,-0.555276,-1.52016,-0.0927956,-1.58369,-1.84326,-1.09024,-1.86254,-1.33969,0.278585,0.0671084,1.40626,0.401637,0.265326,0.21049,0.573914,0.218676,0.91138,0.205216,0.158301,0.336137,0.155278,0.261926,1.32126
-6274.1,0.996117,0.238862,3,0,57.5671,22.0908,138.634,51.5337,33.381,21.0243,47.12,14.2202,69.0226,164.81,56.9479,12.2056,0.186127,-0.845086,-1.1587,-1.46374,-0.464295,-1.62442,-0.149514,-1.62858,-1.85263,-1.16199,-1.87338,-1.39193,-0.00741045,0.0553984,1.18468,0.42952,0.313893,0.23137,0.628578,0.197026,0.861127,0.196208,0.156824,0.312863,0.153604,0.248594,0.992617
-6277.16,0.952727,0.246216,3,0,61.477,21.3266,143.339,48.6128,36.6464,21.9323,46.0365,14.7155,70.2175,159.285,55.4533,7.83725,0.192696,-0.965211,-1.32941,-1.43084,-0.515917,-1.55585,0.0116228,-1.61558,-1.56359,-1.00777,-1.83049,-1.3535,-0.0518619,0.473965,1.67093,0.380903,0.264632,0.239108,0.596953,0.211011,1.01169,0.198776,0.209383,0.365031,0.160335,0.258334,0.94946
-6275.13,0.863813,0.290731,3,0,60.6087,22.4146,141.985,55.6745,36.7554,21.6898,50.755,15.614,75.146,183.003,66.3995,10.594,0.194852,-0.901628,-1.1683,-1.65183,-0.436586,-1.51465,-0.879863,-1.67131,-1.56423,-1.23985,-1.79027,-1.32456,0.655363,0.000680389,1.04977,0.405908,0.310896,0.1917,0.646239,0.219885,0.41484,0.188001,0.20925,0.289429,0.166915,0.26592,1.92584
-6270.75,0.820492,0.301014,3,0,59.4008,20.9517,146.681,50.3281,37.7152,21.0189,51.4919,15.7871,74.6423,180.03,61.175,10.9536,0.184263,-1.19009,-1.29252,-1.5167,-0.921859,-1.6017,-0.458015,-1.681,-1.6476,-1.09043,-1.81962,-1.37437,-0.000964277,0.131624,1.35665,0.304194,0.274579,0.219435,0.397779,0.201553,0.632538,0.186187,0.192512,0.336073,0.162087,0.252999,0.999036
-6271.24,0.366839,0.291312,3,0,58.6715,21.4829,124.708,54.9676,36.2385,17.8236,46.8571,16.3165,68.2997,166.28,64.3366,8.09795,0.209177,-0.708748,-1.36254,-1.77271,0.374257,-1.55314,-1.17481,-1.56777,-1.66834,-1.1442,-1.87123,-1.23064,-2.09375,0.173584,1.56727,0.49226,0.256011,0.169871,1.45391,0.211583,0.308879,0.208509,0.18856,0.318479,0.153934,0.292105,0.123225
-6275.15,0.993328,0.0712973,4,0,67.764,24.9148,129.378,57.8691,35.5667,17.3159,46.6572,14.1704,71.1807,168.576,65.1683,11.5527,0.19308,-0.753949,-1.28599,-1.73196,0.50314,-1.59112,-1.05739,-1.57909,-1.47868,-1.09026,-1.91664,-1.32533,0.46675,0.0328163,1.13703,0.470505,0.276378,0.176937,1.65391,0.203697,0.34736,0.206163,0.227938,0.336128,0.147101,0.265714,1.5948
-6273.34,0.991099,0.124755,4,0,64.9002,24.8625,127.104,53.1658,33.9428,18.7771,48.0229,14.1903,74.2904,164.929,62.9794,9.66987,0.192754,-1.00069,-1.42307,-1.73013,0.236494,-1.62211,-1.05934,-1.57196,-1.56026,-0.842854,-1.84738,-1.25968,0.629111,0.0282428,1.30587,0.367626,0.240973,0.177262,1.2668,0.197481,0.346686,0.207638,0.210082,0.43048,0.15765,0.283745,1.87594
-6278.4,0.921473,0.223284,3,0,66.5361,28.6108,127.794,52.6524,34.5631,16.4558,48.3496,15.1234,77.6062,167.363,61.2921,11.4314,0.202916,-0.756736,-1.33777,-1.68483,0.499771,-1.64372,-1.27881,-1.56784,-1.33687,-0.972436,-1.84702,-1.15,0.105515,0.297056,1.1679,0.469195,0.262431,0.185476,1.64834,0.193259,0.278367,0.208494,0.262666,0.378161,0.157706,0.316636,1.11128
-6277.08,0.722291,0.326115,2,0,69.0914,29.1184,124.965,52.4063,36.9923,16.5659,47.074,15.9551,74.4994,163.661,62.8721,11.3057,0.208238,-0.529096,-1.42721,-1.73126,0.395493,-1.58379,-1.16154,-1.64091,-1.37803,-0.892388,-1.81538,-1.19534,-0.432199,0.163713,1.64197,0.589137,0.239977,0.177061,1.48512,0.205196,0.313003,0.193804,0.252075,0.409676,0.162776,0.302601,0.64908
-6271.44,0.916619,0.256138,3,0,52.4008,23.6465,138.12,50.5979,36.7622,19.9529,44.325,14.6285,66.7013,161.043,61.1266,10.8102,0.197703,-0.995471,-1.2381,-1.51229,-0.697557,-1.54269,-0.63796,-1.52745,-1.67112,-1.09647,-1.85012,-1.27953,-0.685857,0.025641,1.58083,0.369549,0.289934,0.220406,0.4978,0.213805,0.528369,0.217088,0.188036,0.334049,0.157218,0.278169,0.503658
-6271.61,0.809326,0.373945,2,0,49.8059,26.0717,136.178,49.9507,34.2664,21.0906,44.5662,14.7631,69.4778,165.343,61.1663,10.1258,0.203579,-1.30012,-1.3099,-1.58119,0.0290697,-1.53608,-0.201047,-1.49397,-1.63398,-1.08656,-1.84476,-1.26598,0.100293,0.112737,1.76469,0.272499,0.269847,0.20573,1.0295,0.215224,0.817874,0.224479,0.195151,0.337374,0.158063,0.281962,1.10549
-6271.97,0.643178,0.390739,2,0,58.7424,19.3261,122.613,51.6617,33.8737,15.9856,46.2035,13.4493,67.8901,162.441,59.8715,9.50041,0.201597,-0.837753,-1.3302,-1.71251,-0.0158173,-1.63256,-1.13209,-1.70566,-1.6495,-1.17778,-1.84712,-1.2673,0.268777,0.230487,1.52851,0.432682,0.264424,0.180412,0.984307,0.195428,0.322358,0.181653,0.192146,0.307962,0.157691,0.281592,1.30836
-6274.54,0.96468,0.243975,3,0,58.4076,23.2343,124.966,58.2585,32.8064,21.2486,43.74,14.9716,70.6924,162.382,54.0095,10.8294,0.180915,-0.843496,-1.25232,-1.74917,-0.489869,-1.46578,-0.765202,-1.60119,-1.46008,-1.03423,-1.8926,-1.35011,0.284084,0.0229707,1.65552,0.430204,0.285841,0.173918,0.612707,0.230898,0.46524,0.201656,0.232218,0.355501,0.150679,0.259212,1.32854
-6276.18,1,0.416112,2,0,57.7757,21.7086,116.313,50.8556,40.5314,18.5631,44.8539,14.7052,66.8388,158.315,59.5818,9.08319,0.192029,-0.506304,-1.34155,-1.78282,-0.227047,-1.45545,-0.708164,-1.58346,-1.57476,-1.17599,-1.93208,-1.48325,-0.065851,0.0362781,1.47875,0.602719,0.26144,0.168164,0.796883,0.233295,0.492548,0.205265,0.207057,0.308512,0.144847,0.226899,0.93627
-6274.4,0.0606093,0.787307,2,0,56.4964,26.5086,124.46,49.9098,36.5618,20.3814,43.2325,13.7119,71.4481,159.877,60.0111,10.4782,0.202619,-0.588794,-1.43801,-1.82488,-0.377226,-1.50728,-0.931737,-1.56531,-1.52261,-1.14141,-1.84315,-1.36916,0.0676861,0.162824,1.6057,0.554996,0.2374,0.161237,0.685761,0.221513,0.393869,0.209023,0.218142,0.319368,0.158317,0.254319,1.07003
-6277.61,0.999846,0.0838885,4,0,59.8418,28.6247,120.226,51.7937,37.9035,20.3194,46.5771,15.0951,70.2561,161.537,56.7523,9.73752,0.207906,-0.301346,-1.36435,-1.73459,-0.437888,-1.40843,-0.479059,-1.55766,-1.72591,-0.822547,-1.91378,-1.23467,-0.443771,0.0856787,1.45343,0.739822,0.255547,0.176472,0.645398,0.244527,0.619366,0.210628,0.178011,0.439311,0.147522,0.290932,0.641612
-6275.76,0.985159,0.159571,4,0,66.0428,21.7026,137.519,50.1993,38.2199,19.4569,47.746,13.9324,80.1726,174.529,69.9191,10.2807,0.1949,0.00682145,-1.53051,-1.70305,-0.163182,-1.58323,-0.911134,-1.5607,-1.57903,-0.954871,-1.8742,-1.33533,0.0960422,0.223622,1.51926,1.00684,0.216426,0.182128,0.849437,0.205311,0.402068,0.209989,0.206175,0.384862,0.153478,0.263072,1.10081
-6275.12,0.765168,0.287897,2,0,66.8854,23.8655,132.521,54.0472,37.6342,19.9096,48.067,13.7484,76.0221,177.151,59.016,8.55781,0.19253,-0.256297,-1.46607,-1.71505,-0.798766,-1.54655,-1.14401,-1.57066,-1.69885,-0.868676,-1.89686,-1.34084,-1.32962,0.352276,1.22225,0.773912,0.230831,0.179954,0.449884,0.212982,0.318539,0.207908,0.182893,0.419507,0.150038,0.261625,0.264578
-6275.57,0.981762,0.26726,3,0,62.9789,27.6913,140.074,47.9557,38.4567,18.7855,50.7052,15.5059,82.1826,169.173,67.1592,7.58334,0.200811,-1.11483,-1.44002,-1.64318,-0.476306,-1.53317,-0.953696,-1.57369,-1.66951,-0.844656,-1.87053,-1.26115,-1.96447,0.0374146,2.25584,0.327972,0.236924,0.193363,0.621073,0.215849,0.385314,0.207278,0.188339,0.429705,0.154042,0.283327,0.140231
-6273.93,0.475131,0.471627,2,0,63.0786,29.9798,138.875,49.7041,38.6728,21.8595,49.9856,14.3364,81.3909,178.535,62.7894,6.44563,0.196279,-0.720181,-1.28316,-1.58944,-0.130808,-1.5629,-0.895752,-1.64603,-1.66269,-0.802073,-1.85875,-1.28262,-1.94778,0.0215392,1.70453,0.486664,0.277159,0.20404,0.877386,0.209527,0.408301,0.192814,0.189628,0.448398,0.155867,0.27731,0.142591
-6270.45,0.981863,0.186785,3,0,64.4994,27.3087,144.808,53.1991,36.3778,18.0272,49.0225,14.5209,78.6422,173.79,59.8869,7.34561,0.182021,-0.838498,-1.30495,-1.5884,-0.798419,-1.66627,-1.07144,-1.65349,-1.70188,-1.02182,-1.85727,-1.26907,-1.73242,0.065082,1.25322,0.43236,0.271185,0.204252,0.45004,0.18895,0.342516,0.19138,0.18234,0.35994,0.156099,0.281093,0.176856
-6274.19,0.919508,0.32791,3,0,56.984,25.154,122.888,48.4129,39.6043,19.3671,44.1058,13.9885,63.9779,156.152,54.0281,6.25894,0.207816,-0.814557,-1.33561,-1.79718,-0.547848,-1.44762,-0.719572,-1.54115,-1.45623,-1.19568,-1.81548,-1.2708,-1.91936,0.0339852,1.61298,0.442836,0.262999,0.165766,0.578193,0.235129,0.486961,0.214136,0.233114,0.3025,0.16276,0.280606,0.146701
-6274.19,0.00644494,0.476572,1,0,56.984,25.154,122.888,48.4129,39.6043,19.3671,44.1058,13.9885,63.9779,156.152,54.0281,6.25894,0.207816,-0.814557,-1.33561,-1.79718,-0.547848,-1.44762,-0.719572,-1.54115,-1.45623,-1.19568,-1.81548,-1.2708,-1.91936,0.0339852,1.61298,0.442836,0.262999,0.165766,0.578193,0.235129,0.486961,0.214136,0.233114,0.3025,0.16276,0.280606,0.146701
-6277.96,0.980799,0.0506848,5,0,55.0056,24.1488,125.726,50.2341,33.2605,17.9391,44.5907,14.2998,65.9519,150.505,60.6793,7.23748,0.203881,-0.996412,-1.24942,-1.58871,0.535227,-1.47676,-1.14829,-1.56037,-1.77391,-1.14374,-1.8576,-1.39947,-2.04563,0.00889132,3.05736,0.369202,0.286672,0.204189,1.70784,0.228376,0.31718,0.210058,0.169669,0.318625,0.156046,0.246727,0.129298
-6280.61,0.984032,0.0885132,4,0,44.6128,25.4475,123.414,49.5025,36.5028,17.4697,44.5457,12.9602,67.245,162.817,53.1152,7.11464,0.190967,-1.51396,-1.56199,-1.73505,0.0931767,-1.62276,-0.846118,-1.58912,-1.6663,-1.16554,-1.8945,-1.33922,-2.19971,0.110596,0.979334,0.220036,0.209718,0.176391,1.09766,0.197354,0.429078,0.204104,0.188945,0.311755,0.150394,0.262051,0.110835
-6283.78,0.989086,0.154548,4,0,50.6104,16.1778,116.602,47.3247,28.6761,18.178,41.8519,14.9706,63.4875,148.904,61.1049,6.2627,0.198388,-1.04074,-1.18891,-1.66046,0.263199,-1.47326,-0.573559,-1.5629,-1.42235,-0.995399,-1.81583,-1.34496,-2.28433,0.215263,4.69949,0.353193,0.304552,0.190052,1.30109,0.229177,0.563517,0.209528,0.241147,0.369576,0.162702,0.260551,0.101843
-6279.8,0.952593,0.271144,2,0,60.3856,17.1201,116.463,48.7538,28.8317,21.0104,45.7669,15.7481,65.3698,160.16,60.5548,6.40349,0.204289,-0.818235,-1.18106,-1.74922,-0.859034,-1.62936,-0.805346,-1.59986,-1.45562,-1.29817,-1.79468,-1.3045,-2.13476,1.23485,2.41145,0.44121,0.306952,0.173909,0.423571,0.196055,0.446933,0.201925,0.233255,0.27303,0.166181,0.271308,0.118273
-6279.8,0.0149555,0.426088,2,0,60.3856,17.1201,116.463,48.7538,28.8317,21.0104,45.7669,15.7481,65.3698,160.16,60.5548,6.40349,0.204289,-0.818235,-1.18106,-1.74922,-0.859034,-1.62936,-0.805346,-1.59986,-1.45562,-1.29817,-1.79468,-1.3045,-2.13476,1.23485,2.41145,0.44121,0.306952,0.173909,0.423571,0.196055,0.446933,0.201925,0.233255,0.27303,0.166181,0.271308,0.118273
-6271.32,0.99999,0.0509739,5,0,54.7819,22.6476,132.132,48.3416,35.1477,18.1142,45.6524,12.5422,63.996,162.69,56.6644,7.0956,0.19341,-0.949705,-1.25163,-1.66178,-0.606982,-1.5858,-0.921477,-1.57971,-1.76385,-1.18988,-1.87937,-1.37271,-1.55593,0.00208486,1.08504,0.386855,0.286037,0.189802,0.544993,0.204785,0.397931,0.206034,0.171383,0.304258,0.152686,0.25342,0.210994
-6268.91,0.99802,0.0916895,4,0,62.2364,20.4054,123.297,50.9262,30.9186,21.2664,45.2423,16.2565,72.3003,164.144,62.5401,6.42799,0.198018,-0.808587,-1.22585,-1.68125,-0.578961,-1.59401,-0.622998,-1.60398,-1.63383,-1.01912,-1.90624,-1.35241,-1.94265,0.396449,2.39473,0.445487,0.293508,0.186142,0.56048,0.20311,0.536334,0.201095,0.19518,0.360912,0.148639,0.258617,0.143324
-6276.24,0.938686,0.162479,3,0,59.3413,20.0184,127.119,48.009,37.9166,20.4364,48.0185,14.5473,75.16,165.009,55.2359,7.11099,0.175052,-0.317982,-1.10256,-1.71791,-0.512647,-1.55378,-0.637823,-1.64221,-1.53712,-0.929768,-1.84948,-1.28296,-1.85921,0.577923,2.28567,0.727616,0.33202,0.179441,0.598908,0.211447,0.528441,0.193553,0.215,0.394645,0.157319,0.277214,0.155795
-6278.27,0.966499,0.243427,3,0,57.7407,17.3938,131.222,46.2292,32.0971,21.9051,44.8636,14.0979,70.3431,167.048,64.0078,6.958,0.187686,-1.39497,-1.04872,-1.61067,-0.670927,-1.54845,-0.409211,-1.63449,-1.78417,-1.19684,-1.91185,-1.39029,-1.92081,0.0126139,1.06931,0.247841,0.350384,0.199754,0.511235,0.212577,0.664174,0.195051,0.167936,0.302148,0.147806,0.249002,0.146489
-6274.04,0.790221,0.390039,2,0,55.2544,16.9262,130.476,45.8431,32.0737,21.393,45.4489,13.3624,69.8154,166.244,60.4339,7.82015,0.19135,-1.02959,-1.09101,-1.64948,-0.726496,-1.51176,-0.48712,-1.60002,-1.79909,-1.18278,-1.9247,-1.41827,-2.03024,0.0124788,1.19337,0.357153,0.335878,0.19215,0.483601,0.220522,0.614394,0.201892,0.16545,0.306425,0.145919,0.242133,0.131304
-6271.81,0.675378,0.39018,2,0,59.6478,18.6314,132.012,54.2674,36.744,20.5016,46.9775,15.6862,71.0672,165.066,59.2364,6.51384,0.193645,-0.910904,-1.03488,-1.67578,0.0378092,-1.41427,-0.701083,-1.67105,-1.53258,-1.08839,-1.89816,-1.33201,-2.08478,0.00664348,1.70887,0.40216,0.355269,0.187162,1.03853,0.243104,0.496048,0.188049,0.215978,0.336758,0.149844,0.263946,0.124335
-6271.34,0.85114,0.289252,3,0,61.3486,23.5568,129.878,51.9234,36.0314,19.4252,48.1617,17.6359,69.9066,170.019,57.4448,5.78636,0.183707,-0.883958,-1.19229,-1.61602,-0.547721,-1.5502,-0.633551,-1.62174,-1.48574,-1.19582,-1.90414,-1.32649,-2.05534,0.00572234,1.354,0.413144,0.303526,0.198688,0.578266,0.212206,0.530704,0.197554,0.226335,0.302456,0.14895,0.265408,0.128049
-6271.34,0.833168,0.339512,2,0,61.3486,23.5568,129.878,51.9234,36.0314,19.4252,48.1617,17.6359,69.9066,170.019,57.4448,5.78636,0.183707,-0.883958,-1.19229,-1.61602,-0.547721,-1.5502,-0.633551,-1.62174,-1.48574,-1.19582,-1.90414,-1.32649,-2.05534,0.00572234,1.354,0.413144,0.303526,0.198688,0.578266,0.212206,0.530704,0.197554,0.226335,0.302456,0.14895,0.265408,0.128049
-6272.06,0.775452,0.379553,2,0,61.4925,20.8536,129.617,54.3801,37.8282,21.4531,47.4383,17.3147,71.891,159.32,60.9278,6.53877,0.190971,-0.857615,-1.31027,-1.64105,-0.47417,-1.57569,-0.727346,-1.5904,-1.29036,-1.00958,-1.88668,-1.25036,-2.27487,0.0230559,1.56673,0.424173,0.269747,0.193777,0.622402,0.206865,0.48319,0.203844,0.275173,0.364373,0.151574,0.286403,0.10281
-6272.93,0.960361,0.365612,2,0,49.2679,28.2956,135.158,51.8744,32.5543,21.3801,46.7724,14.1469,70.6376,173.522,62.0039,7.22196,0.197069,-1.2403,-1.40582,-1.72402,-0.603544,-1.59135,-1.07317,-1.60692,-1.83194,-1.13008,-1.83119,-1.32274,-1.38686,0.0438799,2.35941,0.289298,0.245166,0.178347,0.54687,0.20365,0.341922,0.200504,0.160102,0.323008,0.160224,0.266405,0.249859
-6272.86,0.373024,0.562506,1,0,53.7512,31.6241,132.959,52.8069,31.0286,19.9844,47.4633,15.516,69.8227,173.5,61.0907,6.99471,0.202077,-1.41381,-1.39226,-1.68631,-0.658954,-1.58255,-0.88673,-1.6173,-1.83913,-1.25108,-1.87326,-1.44144,-2.1774,0.183361,2.17467,0.243215,0.248513,0.185201,0.517392,0.205451,0.412001,0.198434,0.158956,0.286197,0.153623,0.236586,0.113336
-6275.3,0.95405,0.196744,4,0,64.0207,19.6246,131.759,54.0689,40.1586,17.3293,48.3335,15.0025,68.8629,168.857,59.2948,7.19525,0.192439,-0.420827,-1.59171,-1.60184,-0.501515,-1.5436,-1.13474,-1.59338,-1.24497,-1.18808,-1.8625,-1.20925,-1.9593,0.0548272,1.38133,0.656503,0.203578,0.201526,0.605612,0.213612,0.321507,0.203237,0.287948,0.304807,0.155284,0.298421,0.140957
-6278.88,0.934853,0.297377,2,0,63.9503,20.6219,139.869,53.7338,39.3459,18.9618,46.0274,16.1996,66.8173,166.754,65.4613,6.43632,0.178954,-0.414044,-1.57533,-1.60452,-0.452569,-1.54569,-0.994289,-1.6266,-1.24727,-1.23567,-1.85866,-1.29992,-1.86286,0.0447605,2.04151,0.660972,0.206938,0.200985,0.635992,0.213164,0.369986,0.196597,0.287289,0.290639,0.155881,0.272553,0.155228
-6269.85,1,0.426014,2,0,59.9852,24.5444,128.659,48.0699,33.0022,19.8386,49.4762,15.3634,71.4836,166.806,60.6707,6.95227,0.21091,-1.01149,-1.32887,-1.75279,-0.66551,-1.51725,-0.818653,-1.56824,-1.74698,-1.12161,-1.89482,-1.28965,-2.06289,0.168197,1.27005,0.363678,0.264776,0.173291,0.514012,0.219314,0.441025,0.208411,0.174299,0.325754,0.150346,0.275368,0.127086
-6269.85,0.0950701,0.712457,1,0,59.9852,24.5444,128.659,48.0699,33.0022,19.8386,49.4762,15.3634,71.4836,166.806,60.6707,6.95227,0.21091,-1.01149,-1.32887,-1.75279,-0.66551,-1.51725,-0.818653,-1.56824,-1.74698,-1.12161,-1.89482,-1.28965,-2.06289,0.168197,1.27005,0.363678,0.264776,0.173291,0.514012,0.219314,0.441025,0.208411,0.174299,0.325754,0.150346,0.275368,0.127086
-6268.86,0.988914,0.130078,4,0,50.727,19.8799,124.42,54.0995,34.0011,18.5324,43.3668,14.8443,67.2845,152.72,57.2318,7.77098,0.184982,-1.17983,-1.3107,-1.58865,-0.413517,-1.62649,-0.881866,-1.65836,-1.4941,-1.12391,-1.88709,-1.33702,-1.69397,0.283079,1.43675,0.30733,0.269631,0.204202,0.66132,0.196619,0.41401,0.190452,0.224449,0.325006,0.151512,0.262626,0.183788
-6266.92,0.961754,0.211962,3,0,62.1936,27.3076,134.938,50.937,34.3127,17.8747,49.5832,15.7014,72.0892,173.629,65.7063,6.4721,0.204152,-0.817164,-1.17201,-1.68628,-0.600022,-1.55896,-1.18818,-1.56147,-1.6812,-1.21401,-1.83441,-1.26738,-1.72149,0.0974659,1.79682,0.441683,0.309743,0.185208,0.5488,0.210354,0.304776,0.209827,0.186151,0.297005,0.159707,0.281569,0.178799
-6272.25,0.850332,0.32132,3,0,56.9005,19.5668,139.65,57.83,38.8644,22.4784,47.5485,16.1667,77.6401,174.959,65.1006,10.964,0.190022,-1.10293,-1.42069,-1.63532,-0.314191,-1.58335,-0.00520983,-1.60227,-1.58282,-0.955924,-1.84029,-1.17991,0.555577,0.0596192,1.07633,0.331899,0.241546,0.19489,0.730379,0.205286,0.994804,0.201438,0.205396,0.384457,0.158771,0.307307,1.74295
