# stan_version_major = 2
# stan_version_minor = 1
# stan_version_patch = 0
# model = calibration_vary_psi_bigC_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 250
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ../r/dump/cal_data_12taxa_mid_comp_v0.1.dump
# init = 2 (Default)
# random
#   seed = 121
# output
#   file = ../output/12taxa_mid_comp_v0.1_vary_psi_bigC_c1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,gamma
-6280.74,0.965439,0.318503,2,0,60.9354,23.6739,126.973,56.5196,35.734,19.9716,43.7265,16.2223,66.018,159.661,57.7647,10.7848,0.582224,0.195893,0.190027,0.52553,0.238385,0.405601,0.210346,0.273627,0.304369,0.159404,0.28798,0.566515,0.205203
-6280.74,0.410094,0.318503,2,0,60.9354,23.6739,126.973,56.5196,35.734,19.9716,43.7265,16.2223,66.018,159.661,57.7647,10.7848,0.582224,0.195893,0.190027,0.52553,0.238385,0.405601,0.210346,0.273627,0.304369,0.159404,0.28798,0.566515,0.205203
-6277.23,0.682521,0.318503,3,0,58.5004,23.6328,122.983,49.7927,38.032,16.2174,45.5129,16.0757,71.8102,168.03,56.8288,8.4518,0.378902,0.254796,0.185262,0.926387,0.236441,0.269997,0.208411,0.229795,0.315892,0.156809,0.254642,1.22219,0.203106
-6277.42,0.948907,0.318503,2,0,51.009,21.8334,132.685,50.1651,33.0993,18.2238,44.9906,16.3959,64.5777,155.622,64.0465,11.5305,0.4042,0.284894,0.193933,0.616485,0.231535,0.480255,0.211821,0.254841,0.347571,0.15823,0.29956,0.945086,0.215097
-6278.99,0.94659,0.318503,2,0,51.5385,20.6733,133.18,49.4184,32.3524,17.9618,46.0665,15.9904,66.2341,154.959,64.0828,10.8749,0.379405,0.285384,0.195587,0.642566,0.233392,0.536956,0.214938,0.281216,0.332783,0.15422,0.306797,0.617672,0.217499
-6274.94,0.461157,0.318503,2,0,50.6692,22.5098,121.018,51.843,36.6687,21.1512,45.8089,16.3638,71.7205,162.905,57.9767,10.9361,0.2933,0.258162,0.185796,0.615823,0.209873,0.490717,0.204027,0.21746,0.377065,0.174824,0.27616,1.96595,0.198573
-6275.39,0.754982,0.318503,2,0,53.5534,22.9658,131.247,49.8889,34.856,18.3773,47.3975,13.0217,67.545,164.359,60.4818,6.2824,0.363872,0.265213,0.198862,0.458894,0.216263,0.690505,0.203851,0.184302,0.279092,0.142693,0.26083,0.137475,0.203789
-6280.69,0.590395,0.318503,2,0,54.1083,23.5533,129.631,49.7474,34.8639,18.3321,47.89,13.5797,67.075,163.332,63.4728,7.03698,0.371718,0.276018,0.209386,0.347792,0.21042,0.730056,0.203509,0.176028,0.286996,0.143461,0.249442,0.128873,0.207096
-6275.81,0.231154,0.318503,2,0,51.5916,24.1109,133.83,48.7906,36.484,20.8585,46.7734,13.9466,64.6629,167.766,62.1125,7.22884,0.286822,0.284884,0.204984,1.24514,0.204079,0.539192,0.205563,0.161863,0.273214,0.152324,0.225803,0.18146,0.201007
-6279.52,0.871661,0.318503,2,0,50.5629,22.2892,136.677,52.5678,35.2063,22.3233,47.6255,12.5678,62.5733,156.231,62.8392,6.97176,0.297156,0.308898,0.21124,0.986919,0.206086,0.814657,0.2057,0.163079,0.251396,0.151788,0.259316,0.146732,0.208643
-6283.2,0.948531,0.318503,3,0,64.2184,25.6679,118.272,51.8727,35.5047,22.7203,46.2897,17.2804,78.9347,167.728,60.6403,6.93825,0.522741,0.211527,0.180244,0.88819,0.208719,1.59042,0.198781,0.269135,0.440244,0.157438,0.26988,0.131254,0.181645
-6283.29,0.962197,0.318503,3,0,47.8064,19.0959,124.92,53.7257,30.353,20.7787,44.8504,13.1419,56.8314,151.285,65.2183,9.29732,0.273419,0.374063,0.193594,0.752309,0.212287,1.19186,0.208793,0.175116,0.286942,0.165015,0.323788,1.46331,0.209096
-6280.41,1,0.318503,3,0,56.3552,20.5448,118.719,48.1504,35.1778,19.3203,43.6823,11.3951,67.8784,158.97,60.9987,9.84398,0.395639,0.274976,0.185809,0.677306,0.226542,1.71785,0.204825,0.187356,0.292604,0.163882,0.313545,1.8242,0.211344
-6284.37,0.9206,0.318503,2,0,65.3258,24.1279,131.209,50.0695,32.6817,21.0074,43.6686,12.9527,62.7804,158.508,62.2201,10.3184,0.626751,0.291686,0.185967,0.634944,0.215223,1.47443,0.202275,0.167878,0.31787,0.149493,0.234646,1.99607,0.189501
-6277.92,0.987122,0.318503,2,0,54.306,20.1891,128.277,54.1285,32.1481,20.2284,46.2731,14.9661,70.7558,159.193,50.1537,10.0296,0.312012,0.273042,0.205543,0.745388,0.204655,1.33961,0.204559,0.212428,0.30182,0.153653,0.263288,0.352078,0.200404
-6277.92,0.150869,0.318503,2,0,54.306,20.1891,128.277,54.1285,32.1481,20.2284,46.2731,14.9661,70.7558,159.193,50.1537,10.0296,0.312012,0.273042,0.205543,0.745388,0.204655,1.33961,0.204559,0.212428,0.30182,0.153653,0.263288,0.352078,0.200404
-6279.55,0.270528,0.318503,2,0,46.5348,23.1162,125.485,49.061,37.0829,21.6102,44.1268,14.0626,70.9796,157.776,60.4901,10.3543,0.284923,0.304704,0.17537,0.741498,0.203797,0.82482,0.194203,0.218192,0.422533,0.161953,0.237681,1.98455,0.196306
-6281.82,1,0.318503,2,0,44.8364,26.0009,123.44,50.0745,38.1072,21.9554,45.0832,14.1055,73.2917,165.188,58.0745,10.4368,0.270155,0.312759,0.171318,0.613362,0.196269,0.437601,0.197225,0.202398,0.391046,0.162148,0.222059,1.99159,0.192531
-6277.33,0.973439,0.318503,2,0,48.6878,26.0105,121.927,48.4613,37.0509,20.7579,45.8611,13.9675,73.0617,160.831,55.5372,9.85021,0.285136,0.321001,0.165472,0.873209,0.202556,0.518092,0.192969,0.204806,0.379447,0.155658,0.266015,1.93573,0.192182
-6279.66,0.866751,0.318503,2,0,50.0882,22.5458,130.04,49.7406,36.8321,21.5448,45.195,14.5956,76.2461,171.712,59.0952,9.68774,0.280849,0.289929,0.163187,0.456775,0.204144,0.436341,0.188635,0.16293,0.413425,0.150586,0.246952,1.86465,0.187376
-6277.04,0.978158,0.318503,2,0,51.9238,19.9888,124.963,50.1226,31.2943,18.8626,48.9835,12.9358,74.8141,166.813,62.8667,10.6945,0.284532,0.289671,0.175353,0.633304,0.202923,0.448207,0.188751,0.169665,0.361741,0.144364,0.279026,1.45043,0.177647
-6273.56,0.80899,0.318503,2,0,54.9571,25.8817,131.048,57.1308,33.8695,22.1465,45.7938,17.0039,75.8326,165.911,57.8043,8.38405,0.339934,0.263184,0.193328,0.706744,0.223006,0.570323,0.205839,0.243167,0.357323,0.156717,0.246241,0.434791,0.196671
-6281.51,0.894475,0.318503,2,0,55.1049,30.5136,127.376,53.0098,35.3681,21.4315,46.4002,18.6317,78.1509,167.079,57.7171,9.66424,0.250094,0.23694,0.199506,0.721272,0.220546,0.405279,0.202829,0.236949,0.376455,0.151999,0.234825,0.941013,0.207456
-6277.4,0.97704,0.318503,2,0,55.9156,18.8974,127.515,51.7819,32.3495,19.2522,45.9333,12.4585,68.1094,166.619,60.043,7.76119,0.31093,0.287274,0.212678,0.672819,0.214148,0.982623,0.1956,0.201499,0.343143,0.166333,0.272874,1.18964,0.188382
-6277.7,0.982397,0.318503,3,0,61.4476,29.0228,140.388,58.4239,40.9606,17.242,49.4123,16.4414,79.7188,177.06,67.6953,6.30954,0.494739,0.261438,0.188922,0.876926,0.214909,0.261739,0.217516,0.235483,0.353592,0.151401,0.275316,0.104096,0.196911
-6279.83,0.930636,0.318503,2,0,62.8801,22.6133,136.959,58.5917,40.4635,17.848,52.1367,16.7708,78.8608,184.509,67.5592,6.22782,0.658757,0.246859,0.179745,0.737143,0.233841,0.279792,0.208981,0.252926,0.375216,0.156256,0.290722,0.125261,0.187882
-6279.82,0.876748,0.318503,2,0,66.6628,24.6555,141.783,59.4705,39.5755,17.0864,50.9923,16.4054,80.0078,183.282,64.0742,7.2817,0.560593,0.242189,0.170772,0.553369,0.234394,0.212911,0.212076,0.24463,0.367706,0.155467,0.266829,0.183315,0.19083
-6274.07,0.775599,0.318503,3,0,58.7754,23.5535,143.152,53.1338,37.5623,18.1149,49.2306,14.9365,77.5784,173.005,65.3282,6.64636,0.327227,0.35486,0.203967,0.608454,0.203343,0.242585,0.193983,0.17374,0.358801,0.148274,0.269268,0.117303,0.2045
-6269.58,0.988882,0.318503,3,0,54.0249,21.9162,124.078,50.4338,32.0872,21.3551,46.0453,15.6186,68.3174,163.679,59.0718,7.68504,0.379178,0.231117,0.181763,0.6415,0.212227,0.81234,0.197567,0.225195,0.328183,0.155732,0.267048,0.237662,0.190057
-6272.65,0.755675,0.318503,2,0,58.3179,25.6468,134.087,55.9622,35.6643,20.3601,46.5316,12.668,71.1051,166.665,58.4515,6.75171,0.470045,0.272025,0.19407,0.668348,0.231298,0.357677,0.202736,0.166791,0.340094,0.147463,0.240727,0.123086,0.191496
-6282.16,0.655039,0.318503,2,0,63.3884,28.1827,125.783,50.3286,33.6911,20.4929,49.6875,13.717,77.2627,172.746,64.0656,7.02666,0.39859,0.267145,0.168331,0.961761,0.189634,0.663097,0.224142,0.190229,0.387047,0.138841,0.31347,0.194395,0.189433
-6283.23,0.399007,0.318503,3,0,64.9803,28.3818,130.288,51.516,34.4568,21.2188,48.8328,13.6197,75.8961,169.597,65.4851,8.73588,0.471035,0.25283,0.159552,1.11204,0.205678,0.590509,0.227381,0.18532,0.45051,0.137853,0.283185,0.216046,0.187606
-6285.33,0.942375,0.318503,3,0,53.0689,20.0846,139.061,50.2921,34.5944,18.6408,47.5242,16.0367,68.076,171.712,63.2711,9.3213,0.252753,0.302223,0.240755,1.59498,0.218174,0.540689,0.194419,0.230561,0.271579,0.191394,0.298393,1.45481,0.195888
-6278.59,0.999361,0.318503,3,0,56.7041,28.2692,133.8,58.2932,35.8449,22.4871,46.8542,13.2704,70.3423,167.735,66.3992,10.1468,0.322677,0.294545,0.186003,1.42224,0.195916,0.551534,0.19225,0.181072,0.313328,0.137864,0.312558,0.64172,0.198784
-6277.62,0.844369,0.318503,3,0,59.3766,17.8406,128.187,56.3203,34.9355,17.299,47.6478,16.7947,74.2114,162.216,58.9624,9.69739,0.440714,0.265636,0.192895,0.607006,0.224072,0.273008,0.194983,0.251489,0.420041,0.1678,0.265434,0.999793,0.223499
-6280.31,0.75561,0.318503,3,0,54.0955,23.9423,125.936,47.0428,38.5176,14.7917,43.298,15.1745,67.4054,158.624,59.7969,9.05045,0.277887,0.354529,0.195644,1.08612,0.217936,0.170295,0.209373,0.228303,0.341006,0.163679,0.257697,0.999385,0.195462
-6278.85,0.987163,0.318503,2,0,51.2646,20.5005,126.056,53.6816,31.0642,15.6067,45.4099,14.058,69.1336,158.111,54.7598,10.5258,0.409218,0.278306,0.187976,0.529518,0.187955,0.402271,0.203926,0.177678,0.362341,0.148965,0.25478,1.06681,0.210165
-6276.54,1,0.318503,2,0,52.031,21.6046,125.881,48.2151,35.6349,16.7191,43.2253,13.8498,65.1272,160.65,66.005,9.3198,0.292771,0.307684,0.192902,1.3359,0.218216,0.535737,0.199359,0.209229,0.323994,0.16328,0.312693,1.02788,0.191586
-6276.63,0.736514,0.318503,3,0,56.0645,16.185,133.767,57.061,33.0411,20.698,48.1022,14.0476,73.2941,166.104,55.3619,10.2333,0.322526,0.371014,0.197664,1.06086,0.215694,0.701014,0.194698,0.171657,0.370191,0.160733,0.253473,1.94141,0.203858
-6279.99,0.781735,0.318503,3,0,55.5108,17.0238,128.998,55.2625,31.8719,23.5422,44.7897,15.446,70.1218,165.966,58.2675,10.2949,0.386282,0.317689,0.199442,1.2328,0.221776,0.865975,0.200137,0.172664,0.348274,0.163803,0.251728,1.98682,0.208727
-6286.01,0.821114,0.318503,2,0,49.0795,14.3414,130.927,50.2198,34.8958,18.5786,49.0135,13.3717,73.5189,166.165,59.2474,10.2735,0.230868,0.331808,0.194593,0.55114,0.224101,1.09091,0.217641,0.256947,0.379985,0.160119,0.256386,1.98267,0.193269
-6273.09,0.991358,0.318503,2,0,56.1496,19.3336,133.431,51.5642,35.4996,23.7931,43.7933,14.2867,70.8258,159.931,63.5036,10.1564,0.407607,0.285071,0.203277,0.795794,0.221594,1.07535,0.201988,0.178143,0.361985,0.153746,0.272402,1.24418,0.204522
-6271.76,0.879721,0.318503,3,0,55.6361,23.4817,119.623,50.702,30.4671,17.8915,44.1689,15.2315,62.9104,154.595,57.5325,9.8829,0.359633,0.29411,0.188659,0.62467,0.205785,0.709014,0.197359,0.238509,0.29555,0.162319,0.282253,0.680716,0.203002
-6279.16,0.626741,0.318503,2,0,56.6354,21.4679,119.36,53.8336,30.7516,18.6416,46.4801,13.9634,63.1133,157.408,57.6935,8.2149,0.345574,0.2637,0.202294,0.909457,0.212225,0.44924,0.183724,0.263732,0.305307,0.161073,0.291698,1.00223,0.20453
-6278.32,0.962928,0.318503,2,0,57.663,18.2591,128.342,54.8814,29.4583,17.8227,42.8956,14.5418,71.9605,155.074,52.9324,11.0641,0.387713,0.259672,0.199599,0.583535,0.215539,0.361423,0.192988,0.221014,0.335533,0.153781,0.288505,1.2182,0.203769
-6273.25,1,0.318503,2,0,57.5048,20.7081,124.287,48.3367,33.2351,20.1807,43.9682,13.7973,64.0483,159.768,67.8727,9.11779,0.414947,0.259149,0.191777,0.928263,0.216185,0.484415,0.205411,0.2003,0.365971,0.163628,0.311523,0.935869,0.196522
-6273.99,0.947408,0.318503,2,0,52.6883,27.855,116.864,49.0856,32.703,19.6808,42.4576,14.3807,67.939,151.832,57.1382,9.56097,0.387926,0.242141,0.187453,1.06836,0.208688,0.620782,0.199126,0.200125,0.321578,0.15893,0.313586,1.7265,0.203926
-6277.29,0.721354,0.318503,2,0,57.1473,23.7948,119.484,50.7484,33.4598,17.3655,42.1739,12.8443,60.4949,150.286,63.0351,8.84339,0.35989,0.226783,0.18197,0.795802,0.197313,0.297741,0.202319,0.204266,0.337516,0.146948,0.310678,0.387351,0.204357
-6281.16,0.409316,0.318503,2,0,58.2428,22.3909,117.175,49.4727,36.4255,14.9349,42.4269,13.8638,63.2411,153.193,61.8934,10.1035,0.633378,0.208198,0.186257,0.72012,0.20138,0.309737,0.202695,0.191872,0.277113,0.158819,0.355064,1.91902,0.196263
-6281.25,0.888449,0.318503,3,0,64.2158,20.0902,127.881,50.8,31.2729,17.1873,43.9305,13.8268,63.9137,164.736,54.4698,8.42705,0.865721,0.313275,0.189129,0.523021,0.242452,0.393366,0.19639,0.194786,0.255553,0.16153,0.231165,0.314564,0.202808
-6279.02,0.982644,0.318503,3,0,46.754,26.7555,123.892,49.1757,36.909,19.8507,44.0826,16.2141,70.8735,160.341,65.046,6.00224,0.350669,0.22506,0.176639,0.652015,0.189454,0.686048,0.216573,0.201943,0.350315,0.146113,0.311629,0.125529,0.197807
-6273.14,0.92018,0.318503,3,0,50.8187,22.8921,127.741,53.109,36.8477,19.9284,46.1141,13.237,71.3567,166.192,59.4844,7.60086,0.292817,0.233424,0.177799,0.661918,0.231587,0.417108,0.194936,0.193726,0.431519,0.161968,0.255829,0.248546,0.198014
-6281.66,0.406283,0.318503,2,0,49.0012,25.3108,128.145,50.438,38.6033,22.9604,45.8328,12.5327,74.6141,163.378,61.626,7.74492,0.501124,0.250403,0.17662,0.53354,0.234968,0.493729,0.194095,0.194382,0.368061,0.163939,0.271093,0.187746,0.198349
-6277.76,0.990703,0.318503,2,0,61.4578,26.7348,129.931,52.9225,35.2256,18.112,45.3606,15.7506,71.2297,159.003,60.1485,6.45592,0.277149,0.277774,0.207141,1.08564,0.202229,0.578958,0.206825,0.195882,0.414606,0.148617,0.272615,0.115617,0.199249
-6282.54,0.486873,0.318503,3,0,61.2701,17.8603,133.16,51.9657,37.4619,19.2116,49.671,14.4612,74.9652,181.924,68.4249,9.08965,1.07932,0.242117,0.169729,0.754932,0.226712,0.492155,0.203918,0.220433,0.327795,0.164959,0.288397,0.192606,0.204718
-6281.9,0.941495,0.318503,3,0,64.1898,17.8562,133.261,52.4095,37.2428,19.1306,49.7268,14.1514,74.7793,183.264,69.4019,9.33835,1.02083,0.242355,0.175399,0.654304,0.224385,0.612077,0.208139,0.208856,0.331679,0.167543,0.275361,0.286811,0.207063
-6279.74,0.095506,0.318503,3,0,66.2881,23.2076,138.333,55.9336,35.6677,24.5329,49.5958,15.5771,72.9691,173.13,58.8693,8.97334,1.54842,0.312112,0.184508,0.992292,0.191656,0.587173,0.210247,0.210755,0.319067,0.164601,0.247116,1.30532,0.20368
-6276.95,0.958903,0.318503,3,0,59.3957,19.1008,131.335,54.9188,37.4112,16.9896,45.9238,14.7283,71.3404,166.678,64.4191,10.3198,0.253073,0.233205,0.204106,0.96207,0.228142,0.277301,0.198876,0.196269,0.364424,0.154526,0.324567,1.26457,0.189787
-6281.04,0.971564,0.318503,3,0,64.2452,26.4106,130.573,57.2468,34.2121,21.4124,45.348,14.1163,67.3462,164.793,63.2693,9.68313,0.353422,0.356192,0.188991,0.715201,0.19109,0.960664,0.21877,0.222744,0.34287,0.16839,0.270527,1.31984,0.18897
-6283.82,0.848974,0.318503,3,0,46.5828,25.6119,130.248,54.3169,35.9421,21.4719,45.2141,15.1914,74.5141,158.906,65.1165,10.6957,0.412123,0.238497,0.194899,0.957744,0.220881,1.00632,0.176562,0.214652,0.351066,0.145212,0.313949,1.38922,0.192086
-6286.91,0.944331,0.318503,3,0,56.7101,24.7142,123.433,46.7059,34.3512,18.8991,42.592,12.6503,67.547,148.956,57.4238,5.94249,0.602429,0.274967,0.191661,1.75601,0.224328,0.356789,0.258783,0.169684,0.475301,0.16122,0.280637,0.150528,0.209606
-6284.84,0.912968,0.318503,2,0,56.6512,21.1105,121.905,54.2931,32.8182,16.9936,42.443,15.4363,69.8321,156.086,53.1455,7.104,0.583301,0.248918,0.204779,1.8181,0.215851,0.431873,0.223582,0.158231,0.416926,0.170034,0.233737,0.133313,0.211697
-6281.38,0.938285,0.318503,3,0,61.8952,22.3852,131.174,46.8075,33.7645,20.389,45.9489,12.1225,68.1318,161.158,66.3035,6.46727,0.569215,0.216989,0.203499,1.23662,0.216397,0.803366,0.202626,0.225627,0.363485,0.148424,0.352935,0.115639,0.202936
-6278.23,0.935025,0.318503,2,0,52.2824,15.6377,125.648,53.3233,31.4504,19.5543,45.0759,15.1154,70.1673,163.662,56.238,7.09375,0.27214,0.280463,0.199466,1.81463,0.199678,1.11943,0.199101,0.182128,0.332504,0.164874,0.24209,0.219277,0.19357
-6275.24,0.92973,0.318503,3,0,65.0926,33.5587,135.296,51.2717,37.9467,21.0217,49.6683,15.4856,76.0032,170.509,67.276,7.93292,0.368969,0.250337,0.186585,0.428499,0.214162,0.537982,0.201183,0.207597,0.344123,0.146807,0.293457,0.184775,0.204954
-6272.44,0.985596,0.318503,2,0,61.1166,31.2933,135.259,55.5582,37.7806,21.5336,46.0867,15.1714,69.8856,168.595,63.8995,6.77366,0.532325,0.230385,0.200657,1.13862,0.205207,0.515737,0.200824,0.181103,0.33582,0.155585,0.284866,0.14835,0.198793
-6272.86,0.533186,0.318503,3,0,57.0901,30.8371,130.27,52.3902,34.5673,18.8442,45.0644,15.1344,66.3763,165.807,63.3527,7.7665,0.452594,0.238892,0.204239,0.718884,0.205706,0.604074,0.191197,0.205204,0.315946,0.162053,0.283744,0.215863,0.186967
-6279.52,0.817226,0.318503,2,0,58.6047,26.7594,123.038,48.2102,32.4074,23.0567,46.3262,12.1742,72.7349,162.96,60.3824,5.57455,0.350117,0.232588,0.188937,0.682882,0.190218,0.598645,0.187149,0.19467,0.364892,0.155261,0.309846,0.111441,0.178377
-6280.69,0.925254,0.318503,3,0,52.9605,25.9032,139.013,56.9485,33.3035,18.4809,45.7872,14.6482,69.4932,170.18,59.5305,7.83594,0.336792,0.254448,0.209257,0.547327,0.206273,0.492088,0.178444,0.14813,0.290013,0.147173,0.247112,0.281,0.18313
-6274.87,0.943119,0.318503,3,0,59.4701,20.119,127.64,51.8481,34.6243,21.9922,45.0288,17.0093,68.4728,163.013,59.3803,10.3403,0.388365,0.306223,0.189255,1.19682,0.203012,1.4014,0.219105,0.1925,0.343247,0.163144,0.256781,1.10372,0.219889
-6277.36,0.853753,0.318503,2,0,49.9017,24.5774,138.409,53.7483,34.426,20.5733,48.611,12.5518,68.5343,164.958,68.1293,11.0403,0.322004,0.251378,0.215479,0.644264,0.214411,1.71973,0.197652,0.203862,0.312753,0.158984,0.350197,1.32995,0.207791
-6277.74,0.948292,0.318503,3,0,61.9929,22.9454,131.413,56.0573,37.6764,23.5963,48.8101,18.1368,73.5349,172.323,56.5968,11.109,0.554784,0.285097,0.184752,0.59805,0.208946,1.34609,0.196769,0.209896,0.363268,0.162363,0.228649,0.459497,0.190324
-6277.74,0.293686,0.318503,3,0,61.9929,22.9454,131.413,56.0573,37.6764,23.5963,48.8101,18.1368,73.5349,172.323,56.5968,11.109,0.554784,0.285097,0.184752,0.59805,0.208946,1.34609,0.196769,0.209896,0.363268,0.162363,0.228649,0.459497,0.190324
-6280.96,0.496376,0.318503,2,0,62.3509,22.1767,130.14,57.6019,37.5582,24.3386,49.9002,17.9393,75.381,171.048,55.2476,11.3832,0.555322,0.285402,0.178692,0.755755,0.209243,1.35218,0.193152,0.206443,0.346826,0.162895,0.224943,0.474823,0.196945
-6282.68,0.953557,0.318503,2,0,64.9777,24.9268,134.99,56.9869,42.6106,20.9469,49.9027,13.2183,75.5532,177.749,58.7918,10.0609,0.452458,0.313352,0.177677,0.823572,0.197754,1.44106,0.200741,0.194409,0.379926,0.149515,0.207622,1.9366,0.198592
-6277.48,1,0.318503,2,0,61.8186,24.0458,145.952,57.9072,34.1656,24.4778,51.917,15.6632,80.0921,181.226,62.19,11.3796,0.381408,0.290634,0.19718,0.722435,0.193518,1.17631,0.207817,0.172696,0.342076,0.161464,0.29204,0.431397,0.196252
-6280.23,0.54089,0.318503,2,0,60.2736,22.7327,138.127,57.5327,35.0961,18.609,49.7109,12.642,75.7753,175.545,63.4609,10.4671,0.388524,0.286204,0.200026,0.764018,0.192988,1.38848,0.193343,0.185597,0.365357,0.152191,0.242971,1.98706,0.190688
-6273.57,0.975047,0.318503,3,0,54.681,22.6849,131.56,49.7806,35.2976,18.0541,46.7022,18.6241,69.7499,168.953,62.7044,8.3282,0.356287,0.288453,0.198859,0.678758,0.222257,0.41431,0.200029,0.224467,0.353879,0.168997,0.26679,0.237152,0.200653
-6279.49,0.91547,0.318503,2,0,55.9799,20.7202,133.122,50.222,37.4171,17.1319,44.9956,16.0381,70.0445,160.337,71.3331,6.73031,0.336128,0.33405,0.192894,0.579185,0.215757,0.254009,0.204046,0.307998,0.322521,0.146041,0.300143,0.123153,0.211071
-6277.62,0.972964,0.318503,3,0,53.6688,20.9578,130.026,49.9207,34.3478,16.4058,43.6066,15.5378,68.4063,157.032,68.4614,6.61247,0.415739,0.334673,0.195222,0.543492,0.20365,0.332325,0.217268,0.265854,0.333738,0.142656,0.285344,0.174525,0.205254
-6275.73,0.775559,0.318503,2,0,53.6322,18.7383,122.862,49.8704,33.4836,19.1946,43.5314,13.7955,66.1892,154.879,54.9359,7.05847,0.273603,0.335768,0.193604,1.05096,0.210911,0.328618,0.216159,0.214486,0.315198,0.155044,0.334988,0.140168,0.200997
-6275.42,0.84098,0.318503,2,0,51.1931,19.7422,123.034,51.6453,32.8542,18.0778,43.1951,13.3094,65.064,155.911,59.817,5.04579,0.371656,0.290098,0.198962,0.574076,0.216706,0.428038,0.201953,0.211143,0.30021,0.156838,0.237495,0.116399,0.206253
-6277.16,0.979235,0.318503,1,0,50.8039,20.7462,118.061,50.8458,34.149,20.3507,44.2313,13.5188,63.235,149.379,56.3425,5.93779,0.286489,0.269564,0.191366,0.891056,0.204655,0.531286,0.204895,0.191029,0.381531,0.168699,0.346983,0.120398,0.212803
-6275.37,0.888548,0.318503,2,0,51.2099,19.7493,123.06,48.2591,35.1279,20.135,42.7112,13.7978,65.7785,157.43,59.3746,5.79501,0.408089,0.243336,0.190847,1.05176,0.200062,0.47962,0.211265,0.189224,0.343652,0.17366,0.322491,0.116531,0.203048
-6278.21,0.893611,0.318503,2,0,54.9567,15.8128,122.637,51.2782,33.6955,21.4171,42.3271,14.1918,64.264,153.224,61.7888,6.48012,0.412452,0.231466,0.183585,0.589054,0.194996,0.491669,0.21001,0.203236,0.327254,0.173668,0.303316,0.130322,0.200672
-6275,0.974291,0.318503,3,0,62.7096,29.3567,140.152,49.6286,34.3889,20.011,46.1496,14.1739,74.8032,166.645,56.1942,6.896,0.373776,0.253149,0.194988,0.843647,0.215796,0.458591,0.198316,0.195174,0.372927,0.144644,0.230258,0.200044,0.196936
-6274.61,0.996535,0.318503,3,0,53.5419,17.3483,126.142,50.8374,31.6455,19.5088,45.7027,16.4006,67.9275,160.771,62.8183,6.4203,0.335571,0.330057,0.19378,0.961904,0.217676,0.557339,0.196449,0.250765,0.341806,0.169253,0.313419,0.184447,0.185267
-6273.54,0.930834,0.318503,3,0,58.3678,27.0612,130.149,52.3261,37.4005,18.4645,44.3875,13.4184,64.2175,160.57,57.2408,6.81867,0.405773,0.236399,0.198214,1.28668,0.211143,0.321349,0.210551,0.176863,0.294699,0.153025,0.248655,0.137159,0.213914
-6278.43,0.822382,0.318503,3,0,50.5265,17.189,120.277,45.5241,29.1454,19.9779,44.5444,15.404,72.3984,156.588,59.423,10.0774,0.283525,0.307931,0.184149,0.497853,0.209967,1.56977,0.1892,0.228295,0.366333,0.15552,0.309947,0.93179,0.17794
-6275.07,0.735579,0.318503,3,0,55.6485,17.3327,125.8,47.6602,31.4107,21.5656,44.9036,14.4917,72.0253,166.137,57.6185,9.22247,0.361802,0.289323,0.181245,0.645942,0.204839,1.85146,0.203376,0.23332,0.373728,0.16038,0.256875,1.24695,0.187493
-6274.01,0.817856,0.318503,2,0,53.7464,21.7612,127.034,48.4599,33.7246,22.1674,45.2663,14.3514,68.1253,158.593,56.7812,10.2227,0.359158,0.294413,0.194374,0.622802,0.203811,1.68897,0.182684,0.202163,0.365774,0.160971,0.252974,0.561168,0.200886
-6276.2,0.584874,0.318503,2,0,54.9897,21.1163,125.799,47.731,32.9201,21.458,44.987,14.3228,70.7064,157.3,58.6776,10.8904,0.337317,0.296411,0.1971,0.382746,0.199883,1.71539,0.182534,0.189638,0.324261,0.161955,0.255015,0.871329,0.198419
-6278.49,0.780598,0.318503,3,0,49.9857,25.807,124.81,54.3345,32.0158,20.5048,44.5986,13.963,61.6458,159.972,54.0441,9.38352,0.468319,0.241109,0.202218,1.22594,0.20092,1.75076,0.195818,0.210626,0.274561,0.160911,0.260479,1.17198,0.189524
-6286.76,0.823823,0.318503,2,0,54.035,18.9634,129.824,48.8088,31.33,21.8888,45.2322,16.6552,65.5727,153.343,57.9577,10.3735,0.5394,0.188973,0.211309,0.644141,0.232934,1.88407,0.21934,0.289022,0.323887,0.163846,0.260577,0.691433,0.220113
